Gene name,NBs,GMCs,Hey,Secondary neurons (low Imp),Secondary neurons (high Imp),Secondary motor neurons,Motor neurons,Interneurons,Glia precursors,Midline glia,Subperineurial glia,Cortex glia 1,Cortex glia 2,Astrocytes,Ensheathing glia,Trachea,Twi+,Unannotated
CG10469,1.074385132,1.02393331,1.035744175,1.073030941,1.044450165,1.015388586,1.034157557,1.060618274,1.019961293,1.159051048,1.065641302,1.043637671,1.075012744,1.051045753,1.039345109,1.058781152,1.088595061,1.00583894
CG10467,1.054490524,1.022350215,1.048972026,1.151395399,1.046976758,1.029266018,1.093699196,1.154251159,1.061087193,1.229542627,1.14504757,1.209569121,1.128121876,1.118532606,1.066431491,1.047502429,1.135793919,1.0176193
loj,1.467356845,1.178750024,1.484207045,6.628703162,1.433337204,1.151235924,1.885935095,1.931712508,1.481888237,1.75222448,1.564868293,1.468749472,2.124345401,1.958357123,3.35073178,4.879463717,2.626363528,1.100827683
Ets65A,3.680060308,2.537108622,1.551387644,1.192698333,2.246578048,6.281798606,6.583798023,1.99673067,1.042379234,1.060818355,1.048113134,1.035564289,1.169668589,1.051045753,1.197325661,1.05124859,1.160155302,1.310909446
CR46005,1.021942713,1.00709839,1.018165807,1.011817161,1.002419065,1.005103439,1.077494125,1.112566243,1,1,1,1.003890491,1,1,1,1.003576279,1,1
CG13296,1.001810423,1.001105816,1.000590429,1.085711119,1,1.011948562,1.026467537,1,1,1,1,1,1,1,1,1.003576279,1,1
CG10289,4.082187081,1.852402816,3.761536592,2.249265989,1.887863627,1.382775443,5.422477154,5.008186707,1.175942986,1.557068405,1.237191635,1.26726307,2.499802852,1.461722274,2.798513294,2.26484643,1.612030565,1.126764414
CG7376,1.183193496,1.07234623,1.143716482,1.279802214,1.291896442,1.064795061,1.165334401,1.184356446,1.005947017,1.092600861,1.008327102,1.01171694,1.162639373,1.070852684,1.152000093,1.055008148,1.032345062,1.014661338
CG10274,1.24766633,1.154766031,1.14101933,1.357228783,1.326692272,1.178911512,1.368178072,1.184356446,1.017947364,1.029960366,1.045219932,1.027553362,1.265010822,1.070852684,1.24443457,1.247739808,1.172531244,1.035549039
D19B,3.675625354,2.085863012,2.280937074,2.146014505,1.929365376,1.695048071,3.040760197,2.699665174,1.108243501,1.193776642,1.148217098,1.093417032,1.709953471,1.258925412,2.624184787,2.193235523,1.528733551,1.166819807
CG43293,1.240166422,1.069032903,1.14574353,1.060498855,1.014602452,1.02057056,1.303385645,1.308017091,1.007937205,1,1.005543725,1.007796118,1,1.025205225,1.026061009,1.021650438,1,1.0176193
D19A,3.289660549,1.946860085,2.210685916,1.581173736,1.552300744,1.497569143,2.896759766,2.905753609,1.090858049,1.125335583,1.148217098,1.132303632,2.215897861,1.118532606,2.307429771,1.776693048,1.331753857,1.149959857
CG7386,1.092676875,1.049134898,1.067712292,1.098541142,1.002419065,1.01711298,1.152360413,1.104411679,1.007937205,1,1.011118184,1.01171694,1.018247619,1.006242607,1.052801194,1.018009751,1.010667487,1.014661338
Sf3b6,61919910804,141392.7647,7.43778E+28,23027.39963,1187.139003,202.5622839,6.75805E+14,1.93171E+37,12.06549279,5.878016072,28.35182584,17.28916545,131.9528723,1175.628945,1000,4896.914041,64.04004271,11.60046365
Tnpo,17.72125073,4.689370255,10.37886123,15.26417967,5.170543563,3.552049406,18.92986374,15.04237094,1.369243496,4.004645732,1.76237547,1.643809939,5.919040464,2.007717954,4.865761727,4.260468556,2.517222813,1.583970743
CG8219,1.010911823,1.010219759,1.010382997,1.011817161,1.019517168,1.015388586,1.022643997,1.029863231,1.003960759,1,1.005543725,1.007796118,1,1.006242607,1,1.010767252,1,1.00583894
LanA,1.017025313,1.005541324,1.009488817,1.111522779,1.004843982,1,1.045800744,1.01109586,1.007937205,1.092600861,2.573737354,1.015653016,1.709953471,1.111593365,1.094223771,2.970764442,20.57614706,1.0176193
CG10226,1.006654259,1.001105816,1.000295171,1,1,1,1,1,1.005947017,1,1.177140579,1,1,1,1,1.014382038,1.010667487,1.002915221
Mdr65,1.032471277,1.008657867,1.006811024,1.011817161,1.004843982,1.006810367,1.01125862,1.018561415,1.125906032,1,16.17646243,1.003890491,1.012128379,1.182967935,1,1.036343853,1.02144877,1.002915221
Best2,1.003019193,1.001327126,1.006216924,1.023773966,1,1,1.003738877,1.029863231,1,1.029960366,1.019537869,1.023571167,1,1.006242607,1.094223771,1.562422375,1,1.002915221
ImpL3,1.675492336,1.100684034,974.3631277,1.151395399,1.082997595,1.084856123,3.775595096,1288913113,9.076949394,185879189.1,58.17091329,53.51791147,1.74115605,22.59717006,1.415265724,12.12609399,3.848162971,1.143284288
CG13300,3.142321299,1.346219473,3.239739758,1.250082788,1.125684223,1.13571399,1.830462255,2.321745949,1.046507847,1,1.016723545,1.047697934,1.128121876,1.051045753,3.023061117,3.995309129,1.185039206,1.081767694
CG42747,1.304593635,1.06808812,1.279451536,1.235482888,1.385663963,1.133788522,1.187283124,1.180008088,1.01593741,1,1.028027665,1.007796118,1.107905243,1.031605178,3.023061117,1.776693048,1.223369373,1.041595548
CG10147,1.500459033,1.226323822,1.228389421,1.011817161,1.024455691,1.01711298,1.12264672,1.116666076,1.028056936,1.092600861,1.013916991,1.019604405,1.049403258,1.038045084,1.080238255,1.058781152,1.04335759,1.050731573
CG8270,1.499554636,1.219026783,1.299621747,1.279802214,1.139365773,1.114712469,1.507585701,1.607201346,1.034170808,1.029960366,1.071548925,1.080753904,1.169668589,1.097843767,1.260545886,1.161759625,1.147909986,1.026545025
Vps8,1.330008487,1.158857274,1.201498265,1.206792641,1.317110602,1.166969997,1.368178072,1.303214713,1.038266909,1.060818355,1.068591031,1.059973749,1.220077546,1.084264241,1.197325661,1.157619654,1.135793919,1.069244728
sfl,1.678525686,1.302891716,1.842114349,1.389495494,1.402505303,1.176912807,1.796623393,1.572119748,1.044441501,1.304321387,1.065641302,1.123544348,1.60025238,1.084264241,1.509283936,1.335307829,1.147909986,1.094437329
CR45979,1.109940802,1.058452104,1.125965931,1.048113134,1.029418136,1.039798418,1.12264672,1.104411679,1.011929402,1.092600861,1.011118184,1.015653016,1.043096786,1.012524185,1.094223771,1.036343853,1.032345062,1.00583894
CG32396,1.017638692,1.007766442,1.01486579,1,1.007274765,1.008520193,1.007491733,1.003685024,1,1,1,1,1,1,1,1,1,1
MCU,1.415222821,1.233119279,1.560111367,1.151395399,1.054593268,1.064795061,1.636584417,1.99673067,1.04032104,1.651766744,1.110754924,1.003890491,1.497589099,1.038045084,1.080238255,1.208288223,1.21045684,1.063037714
CG8368,1.416930408,1.213381341,1.379048674,1.716697907,1.372336614,1.244694121,1.64884527,1.601300515,1.052731448,1.159051048,1.160983187,1.110532307,1.435714422,1.348123657,1.65149436,1.491569214,1.419298464,1.053794688
zpg,1,1.000221066,1.000295171,1,1.004843982,1,1,1,1,1,1,1,1,1,1,1,1,1
CR45418,1.001206585,1.00044218,1.074984506,1,1,1,1,1.04897895,1.001978422,1,1.002768032,1,1,1.006242607,1,1.007165348,1,1
CG8398,1.031227014,1.005319083,1.76703152,1,1.002419065,1.01711298,1.284073701,3.280759846,1.01593741,1,1.016723545,1,1.018247619,1.070852684,1.026061009,1.018009751,1,1.011711974
GluRIA,2.98533762,1.274971932,10.71816607,1.073030941,1.014602452,1.018840303,1.612335549,2.729620282,1.024001114,1.029960366,1.042334717,1.043637671,1.024403855,1.064209244,1.094223771,1.070181316,1,1.11696729
CR45239,1.001810423,1.000221066,1.010681233,1,1,1,1,1.01109586,1,1,1,1,1,1,1,1,1,1
SP1173,2.358362883,1.416117093,1.15286653,1.716697907,1.044450165,1.025778979,2.40367199,76.17090883,1.287867681,3.558623573,2.455591167,1.047697934,6.32480471,1.452653926,1.902521656,1.963465415,9.483278947,1.133343525
ple,1.020711139,1.005985954,1.2265781,1,1,1,1.085566423,2.22149514,1.001978422,1,1,1,1.006045913,1.012524185,1,1.607687187,1,1.00583894
dikar,3.248271076,1.781722126,2.550883309,2.912632655,2.069401221,1.341180109,3.086491988,2.811135562,1.071625202,1.75222448,1.110754924,1.177135092,2.311395937,1.212784908,2.136037823,1.821650747,1.374829518,1.277011153
velo,3.12343234,1.885034008,2.309386057,3.125344957,5.559244048,1.964689983,3.691993604,3.479633844,1.130365475,1.804721767,1.233776502,1.242896817,2.639161509,1.323188207,2.834744795,2.928644565,1.595015754,1.334006752
CG8549,1.346955456,1.183187744,1.365683022,3.125344957,1.54855469,1.205205665,1.474203834,1.938830915,1.180600613,1.343399333,1.318402504,1.374927925,1.720291701,1.443641837,1.878205106,2.056734791,1.664171793,1.053794688
CG10103,3.49199894,1.770728833,2.521691032,3.125344957,1.479072651,1.408827351,16.67408993,35.31208187,1.70851197,24.97099786,3.507664175,2.954534318,2.995296304,3.046377954,2.658159309,4.967341645,4.23377828,1.201284899
CG32392,1.009693542,1.001548485,1.146758401,1.011817161,1.004843982,1,1,1.033658301,1,1,1.005543725,1,1.006045913,1.006242607,1.012946696,1.010767252,1,1.00583894
CR45759,1.020095908,1.013126835,1.072132977,1,1,1,1.034157557,1.228731152,1,1,1.005543725,1,1.012128379,1.012524185,1.012946696,1.003576279,1,1.00583894
vvl,433.0659832,105.8686091,898.6728899,19.53513094,12.79470951,9.633581306,588.6459128,5738335.582,1.517455206,1.060818355,1.653816783,1.282111516,30134.05604,1.614760466,2.492573909,6.515586104,1.135793919,8.300222984
CG14820,1.01396396,1.000221066,1.047734435,1,1,1,1.01125862,1.124911122,1.001978422,1,1.002768032,1,1,1,1,1,1,1.002915221
CR45414,1.002414626,1.00044218,1.008000276,1,1,1,1.015039591,1.014821773,1,1,1,1.003890491,1,1.012524185,1,1,1,1
tow,58.54346151,6.77412822,40.22169744,3.771643294,1.990928272,1.525783799,43.34639641,91.88799725,1.35043008,1.603718744,1.216841727,1.446113435,2.484780088,1.863246312,3.713918783,1.702188891,1.512597932,1.481392146
CG10077,130380.7295,6377.43809,271478.1867,173.6984401,1405.898055,487.8462569,7934.394252,468734.0658,3.048738476,623.5507341,3.586095482,3.74417223,217.6187619,10.77537597,582.5901377,114.1206775,6.681666463,7.113543099
CG9948,1.765725863,1.321454233,1.397073241,2.120950888,1.552300744,1.320854034,1.667408993,1.781552898,1.088704132,1.125335583,1.129330685,1.163502404,1.543411299,1.22797405,1.738695234,1.562422375,1.303789182,1.041595548
CG10075,2.071634672,1.569067906,2.127475905,3.353591839,1.798805721,1.401673993,2.45810073,4.307103455,1.182936339,1.467799268,1.452328386,1.30724655,1.720291701,1.624840782,2.429264817,1.874425643,1.850465983,1.104036839
Surf1,1.388179627,1.193695453,1.391312743,1.325711366,1.153213609,1.168951816,1.642703404,2.35615834,1.130365475,1.229542627,1.154582498,1.209569121,1.295881963,1.23563981,1.27686579,1.178468096,1.147909986,1.041595548
sgl,4.136695694,1.95591815,1.757150755,2.413531999,1.781504766,1.366448349,3.948520161,1.960343912,1.245314285,2.030917621,1.268356376,1.391037873,2.353573409,3.221870706,2.108736651,2.678594525,1.850465983,1.133343525
CG10064,1.007261383,1.004430608,1.005623174,1.124657822,1.026933916,1.011948562,1.01125862,1.014821773,1,1,1,1.003890491,1.043096786,1.012524185,1.026061009,1.058781152,1.010667487,1.008771183
Mis12,1.715357095,1.336140022,1.850833458,4.65980075,2.421309842,1.368768935,1.763410094,2.739678998,1.148380573,1.266380173,1.157778419,1.080753904,1.751682928,1.220355848,2.624184787,1.4188549,1.317697337,1.066136704
CG9953,13.16445805,3.369761133,11.69314404,9.883208538,1.847254604,1.774511632,21.97745045,59.3147821,48.03359195,424820.1698,8.038260284,5.188101114,8.146944625,320.188261,4.865761727,6.197949909,5.578838365,1.361468462
CG10063,1.000603111,1.000221066,1.006811024,1.023773966,1.002419065,1,1,1.003685024,1,1,1,1,1.006045913,1,1,1,1,1
Galphai,1.074385132,1.050295048,1.064565824,1508.590709,1359.137448,4.845463188,1.093699196,1.112566243,3.378744602,12.29542627,3.402614317,11.3670885,38.81550453,23.6033134,48.65761727,37.73498538,8.804414104,1.236768008
CR32385,1.006654259,1.004652653,1.010382997,1,1.014602452,1.006810367,1.003738877,1.1415843,1.003960759,1,1,1.003890491,1.006045913,1,1,1,1,1.002915221
Mp,2.990742345,1.503537735,18.42114349,1.085711119,1.029418136,1.025778979,1.322988033,2.873865598,1.162080066,1.092600861,1.355354247,1.023571167,1.198213012,1.111593365,1.052801194,1.153494436,1.010667487,1.066136704
CG8641,1.17892094,1.037145036,2.278245994,1.011817161,1.002419065,1.010232923,1.097788403,1.327404223,1.024001114,1,1.005543725,1.007796118,1.012128379,1.057607019,1,1.05124859,1.02144877,1.014661338
CG34030,1.013352796,1.001327126,1.028130381,1,1,1,1.01125862,1.018561415,1.001978422,1,1,1,1,1,1,1.003576279,1,1.011711974
Cpr65Ec,1.006047501,1.000884555,1.101967217,1,1,1.005103439,1.018834699,2.554749029,1.001978422,1,1.008327102,1,1,1.489268395,1,1.074008583,1,1.002915221
form3,1.104599971,1.009326953,1.208254499,1.011817161,1.014602452,1.008520193,1.139530868,1.397550185,1.007937205,1.060818355,1.132456708,1.031551049,1.006045913,1.526805739,1.012946696,1.335307829,1.262939331,1.014661338
msl-3,1.262041335,1.118836019,1.217920869,1.310228189,1.17288379,1.055799446,1.260335658,1.312837165,1.019961293,1,1.048113134,1.019604405,1.155652399,1.057607019,1.197325661,1.145288048,1.054487594,1.03253896
Dbi,1.125439972,1.097768346,1.15048729,1.124657822,1.101470113,1.097818594,1.073480514,1.158504603,965.0489804,17012542799,2.040440286,409394.1689,1.088050905,2990.030894,1.3101422,1.182682626,1.147909986,1.084921286
melt,1.005441109,1.003099368,1.002068028,1,1,1,1.003738877,1.003685024,1,1.029960366,1,1,1.018247619,1,1.197325661,1.977534327,1.032345062,1.008771183
corn,3.072997373,1.849130053,2.810989781,22.22996483,8.505418702,2.34785135,3.227855618,7.960832137,1.114834244,1.511775071,1.173891211,1.238080078,5.919040464,1.507920267,3.573325888,1.921856382,1.890156203,1.236768008
CG8620,1.007261383,1.006653268,1.053004304,1.011817161,1.002419065,1.038035564,1.015039591,1.072386746,1.250246675,41.24626383,1.213482768,1.051773994,1,1.077537597,1.026061009,1.070181316,1.077105056,1.002915221
Dscam2,142.8080053,2.220020151,2550.883309,1.490971657,1.128407326,1.961359084,41.9146929,26.99665174,1.22577855,1.060818355,1.203461421,1.150027599,1.162639373,1.212784908,1.609547918,2.64061707,1.088595061,1.365437443
BHD,1.257484057,1.17562754,1.142704304,1.422529313,1.282566075,1.174917491,1.298530599,1.298429967,1.019961293,1.029960366,1.059766249,1.023571167,1.249852142,1.051045753,1.24443457,1.178468096,1.111944086,1.02953763
RpL18,2.99977E+21,5542276671,4.23911E+19,3.55648E+41,6.411E+23,5.54054E+12,4.92106E+36,3.30498E+34,300684.8786,17012542799,8.12763E+13,6.1071E+11,1.01213E+25,3.76423E+20,4.27843E+33,7.90086E+43,1.18504E+39,4886.537818
Neos,5.217534207,2.430074903,2.326488156,8.685113738,3.804283053,2.383981462,5.422477154,3.914278814,1.117039857,1.383648068,1.250946959,1.145570766,2.024336578,1.434685658,3.438055231,2.16213955,1.850465983,1.187378355
mRpL50,2.552188835,1.681468663,2.600290021,6.250551925,2.273882926,1.565116948,4.39983085,8.10859645,1.171303734,1.343399333,1.389495494,1.287099559,1.940698701,1.655460867,3.394112686,2.313881348,2.19287474,1.094437329
Cdc27,3.074850731,1.82517133,2.088285137,3.816213408,2.725630287,1.616397865,3.400983603,2.759907767,1.090858049,1.159051048,1.126213291,1.097670962,1.96423623,1.258925412,2.46071577,1.67805504,1.374829518,1.163428157
MED4,2.458545148,1.821946679,1.673140561,6.105402297,5.010661542,2.164205281,3.30094717,2.480668261,1.112632986,1.193776642,1.170650813,1.200212126,1.669218114,1.258925412,3.666450365,2.697787586,2.035896803,1.170221344
CR43470,1,1.000663343,1.000590429,1.098541142,1.024455691,1.010232923,1,1,1,1,1,1,1.006045913,1.006242607,1.066431491,1,1.02144877,1
CG14830,1.007868873,1.002212856,1.024798068,1.023773966,1.004843982,1.001698261,1.007491733,1.007383627,1,1,1,1,1.006045913,1.006242607,1.066431491,4.36827607,1,1.014661338
unc-13-4A,1.409262458,1.095102417,62.58387438,1.011817161,1.007274765,1.036275697,1.152360413,6.086183579,1.017947364,1.092600861,1.074515006,1.051773994,1.049403258,1.091032877,1.039345109,1.208288223,1,1.026545025
CG8607,1.236433392,1.042661696,1.339734413,1.151395399,1.017056842,1.013667115,1.594384974,2.205212671,1.017947364,1.029960366,1.05684088,1.072393398,1.162639373,1.091032877,1.108390354,1.137140044,1.088595061,1.014661338
RhoGEF4,1.089387803,1.05892013,1.054559303,21.71374303,9.323302591,1.762508303,1.139530868,1.022314839,1.061087193,1.159051048,1.071548925,1.019604405,4.223324485,1.452653926,6.293361537,4.527036056,2.490653795,1.104036839
Rint1,1.118674785,1.076621316,1.099693021,1.111522779,1.120257715,1.050438596,1.12264672,1.284180876,1.162080066,2.980979397,1.254409619,2.123978344,1.242341056,1.634984025,1.094223771,1.101185452,1.077105056,1.02953763
CG8602,1.726771524,1.315625213,2.656919306,2.146014505,1.333118746,1.292036763,2.638723235,17.17213449,3.473541822,24.97099786,4.094915062,7.739297079,4.540127642,18.28782942,3.810707253,2.305635751,1.972108821,1.066136704
CG42307,1.326005022,1.157065575,1.259222682,1.581173736,1.230952637,1.147335665,1.446950948,1.471402974,1.065289904,1.029960366,1.129330685,1.106228535,1.335532467,1.243353424,1.27686579,1.486253955,1.561523006,1.03253896
eco,1.036838032,1.024159666,1.031473531,3.199646803,1.301294685,1.116605542,1.10601274,1.018561415,1.048578282,1.125335583,1.083462603,1.093417032,1.384717741,1.132541315,1.58897593,1.529312098,1.331753857,1.014661338
lark,411.1829402,48.16484341,110.6529729,2589.794511,2609.631726,72.31832221,361.0243268,475.6815357,2.289057238,5.54102033,3.810942648,2.744407305,54.40040015,10.97843767,582.5901377,702.2821466,94.83278947,2.194522692
Cln7,1.016412304,1.008657867,1.022079664,1.035872068,1.021983447,1.013667115,1.053635604,1.04897895,1.021979208,1.029960366,1.436358686,1.13670885,1.055747859,1.205260937,1.212827073,2.432464505,1.249609141,1.011711974
CG14834,1.181055286,1.09027185,1.134639057,1.137948084,1.088243616,1.052222515,1.209645245,1.265425034,1.005947017,1,1.005543725,1,1.030597312,1.012524185,1.052801194,1.113042193,1.054487594,1.014661338
Srp19,3.627192195,2.077580394,3.275310665,39.53108873,6.153002526,2.01192092,6.559273707,10.1109586,1.632584002,1.971840557,2.018003749,2.3044285,3.440719071,2.827166274,7.831676656,8.920467122,5.945570709,1.177054197
qm,1.644466904,1.202966219,2.817634426,1.310228189,1.282566075,1.151235924,1.830462255,2.480668261,1.052731448,1.383648068,1.193522834,1.080753904,1.234875109,1.118532606,1.182022377,1.133087806,1.135793919,1.097627856
CTCF,1.531535248,1.286294762,1.29006818,2.682695795,1.892430492,1.217538442,1.576634248,1.498714295,1.065289904,1.304321387,1.101581939,1.080753904,1.409985543,1.097843767,1.761205593,1.449573731,1.303789182,1.072361812
CR45822,1.083492403,1.036228435,1.061741932,1,1.044450165,1.022303755,1.053635604,1.133217047,1.003960759,1.029960366,1.011118184,1.003890491,1.006045913,1,1.052801194,1.014382038,1.010667487,1.002915221
pst,1.012131574,1.006208343,1.006811024,1.060498855,1.007274765,1.006810367,1.026467537,1.014821773,1.22094269,11.25335583,1.432393775,1.401882569,1.249852142,1.594787058,1.080238255,1.288479518,1.088595061,1.002915221
Sec63,5.649751252,2.097885122,3.637086693,5.302611336,3.589956548,1.792670073,6.156063337,6.846415601,1.493650288,3.455107295,1.686128838,1.61847591,3.031624392,2.28801812,2.984422704,4.399576288,2.412617531,1.243989423
