"","FBgn","Symbol","ensembl","CG","Start","End","Strand","CHR","Name"
"FBgn0003936","FBgn0003936","snRNA:U5:35D","3772527","CR32877",15751556,15751682,-1,"2L","3772527"
"FBgn0050365","FBgn0050365","spaw","246568","CG30365",8359465,8362156,-1,"2R","246568"
"FBgn0266631","FBgn0266631","lncRNA:CR45138","19834969","CR45138",9868218,9869159,1,"2R","19834969"
"FBgn0003935","FBgn0003935","snRNA:U5:34A","3772634","CR31853",13244847,13244974,1,"2L","3772634"
"FBgn0051023","FBgn0051023","tRNA:Leu-TAG-1-2","3772407","CR31023",NA,NA,NA,"3772407","3772407"
"FBgn0040098","FBgn0040098","lectin-29Ca","53547","CG17799",8393488,8394280,-1,"2L","53547"
"FBgn0034807","FBgn0034807","CG9897","37651","CG9897",22985419,22986339,-1,"2R","37651"
"FBgn0038133","FBgn0038133","Osi22","41632","CG8644",13290628,13291846,1,"3R","41632"
"FBgn0050326","FBgn0050326","tRNA:Val-AAC-2-2","3772512","CR30326",NA,NA,NA,"3772512","3772512"
"FBgn0266275","FBgn0266275","asRNA:CR44960","19836212","CR44960",15082615,15083753,-1,"X","19836212"
"FBgn0033778","FBgn0033778","Balat","36417","CG3790",12872786,12875012,-1,"2R","36417"
"FBgn0266413","FBgn0266413","asRNA:CR45053","19835086","CR45053",9632034,9633076,-1,"3R","19835086"
"FBgn0262820","FBgn0262820","CG43191","12798408","CG43191",12035920,12037165,-1,"2R","12798408"
"FBgn0037399","FBgn0037399","Or83c","40744","CG15581",6076803,6078283,-1,"3R","40744"
"FBgn0061360","FBgn0061360","CG33672","3771915","CG33672",12634165,12636141,-1,"2R","3771915"
"FBgn0086608","FBgn0086608","CG34112","4379842","CG34112",4391710,4394259,-1,"3R","4379842"
"FBgn0265365","FBgn0265365","lncRNA:CR44306","19835644","CR44306",12015094,12015895,1,"2R","19835644"
"FBgn0264253","FBgn0264253","Send2","34836","CG18125",14345914,14346688,-1,"2L","34836"
"FBgn0053447","FBgn0053447","5SrRNA:CR33447","3772078","CR33447",19730303,19745230,-1,"2R","3772078"
"FBgn0263322","FBgn0263322","CG43403","12798530","CG43403",2620186,2620782,1,"2L","12798530"
"FBgn0041236","FBgn0041236","Gr59d","117343","CG30330",23103940,23105169,-1,"2R","117343"
"FBgn0032505","FBgn0032505","CG16826","34741","CG16826",13347772,13349020,1,"2L","34741"
"FBgn0262249","FBgn0262249","mir-958","12798464","CR42956",22669288,22669380,-1,"3L","12798464"
"FBgn0266435","FBgn0266435","CG45065","19835504","CG45065",14875369,14882586,-1,"X","19835504"
"FBgn0267215","FBgn0267215","lncRNA:CR45655","19835936","CR45655",25846777,25847078,1,"3R","19835936"
"FBgn0265589","FBgn0265589","asRNA:CR44416","19834735","CR44416",17766864,17767145,1,"2R","19834735"
"FBgn0053262","FBgn0053262","CG33262","2768975","CG33262",13136268,13137066,1,"3L","2768975"
"FBgn0259952","FBgn0259952","Sfp24Bb","8674094","CG42462",3669260,3669775,-1,"2L","8674094"
"FBgn0263623","FBgn0263623","lncRNA:CR43632","12798265","CR43632",25792599,25793303,-1,"3R","12798265"
"FBgn0053405","FBgn0053405","5SrRNA:CR33405","3772131","CR33405",19733287,19758127,-1,"2R","3772131"
"FBgn0039472","FBgn0039472","CG17192","43248","CG17192",27017179,27018287,-1,"3R","43248"
"FBgn0266694","FBgn0266694","lncRNA:CR45184","19835005","CR45184",826719,830190,-1,"3L","19835005"
"FBgn0262880","FBgn0262880","CG43235","12798301","CG43235",7693029,7693821,1,"2L","12798301"
"FBgn0267105","FBgn0267105","CG45545","19835450","CG45545",7552007,7552298,1,"3R","19835450"
"FBgn0083004","FBgn0083004","snoRNA:Psi28S-1175b","5740570","CR34559",22607231,22607372,1,"2R","5740570"
"FBgn0267804","FBgn0267804","asRNA:CR46129","26067445","CR46129",7544842,7545250,-1,"3R","26067445"
"FBgn0267472","FBgn0267472","asRNA:CR45822","26067150","CR45822",7355716,7356598,1,"3L","26067150"
"FBgn0067903","FBgn0067903","IM18","3772138","CG33706",23600913,23601773,-1,"2R","3772138"
"FBgn0283547","FBgn0283547","mir-9376","30522412","CR46281",22946866,22946942,1,"2R","30522412"
"FBgn0045477","FBgn0045477","Gr64c","117479","CG32256",4028604,4032032,1,"3L","117479"
"FBgn0265813","FBgn0265813","lncRNA:CR44602","19836055","CR44602",15807180,15810319,-1,"2L","19836055"
"FBgn0266142","FBgn0266142","lncRNA:CR44848","19835034","CR44848",13865991,13866690,-1,"2L","19835034"
"FBgn0083048","FBgn0083048","snoRNA:Psi18S-1377d","5740792","CR34626",30207155,30207291,-1,"3R","5740792"
"FBgn0263589","FBgn0263589","asRNA:CR43614","12798114","CR43614",4368785,4373471,-1,"X","12798114"
"FBgn0051780","FBgn0051780","CG31780","318937","CG31780",15661040,15697750,1,"2L","318937"
"FBgn0085230","FBgn0085230","CG34201","5740368","CG34201",20750913,20752135,1,"2R","5740368"
"FBgn0052834","FBgn0052834","CG32834","318238","CG32834",22982541,22984293,-1,"2R","318238"
"FBgn0036350","FBgn0036350","CG14111","39497","CG14111",13377956,13380380,1,"3L","39497"
"FBgn0011986","FBgn0011986","tRNA:Ser-AGA-2-5","3771781","CR32419",NA,NA,NA,"3771781","3771781"
"FBgn0032916","FBgn0032916","CG9257","35375","CG9257",21102742,21104321,1,"2L","35375"
"FBgn0265696","FBgn0265696","lncRNA:CR44503","19834730","CR44503",19633194,19634594,1,"2R","19834730"
"FBgn0267172","FBgn0267172","asRNA:CR45612","19834850","CR45612",21372592,21373553,-1,"X","19834850"
"FBgn0020646","FBgn0020646","Lcp65AΨ","FBgn0020646","FBgn0020646",NA,NA,NA,NA,NA
"FBgn0037822","FBgn0037822","CG14683","41278","CG14683",10696646,10698976,1,"3R","41278"
"FBgn0037431","FBgn0037431","CG17917","40778","CG17917",6341967,6342873,1,"3R","40778"
"FBgn0264988","FBgn0264988","CG44139","14462674","CG44139",2424796,2425041,1,"2L","14462674"
"FBgn0266764","FBgn0266764","lncRNA:CR45229","19835466","CR45229",20150682,20150945,1,"2R","19835466"
"FBgn0052189","FBgn0052189","CG32189","317902","CG32189",17834744,17835174,-1,"3L","317902"
"FBgn0262260","FBgn0262260","mir-2282","12798578","CR42967",3412144,3412251,-1,"3L","12798578"
"FBgn0036176","FBgn0036176","CG7377","2768978","CG7377",11589694,11589979,1,"3L","2768978"
"FBgn0267216","FBgn0267216","lncRNA:CR45656","19834992","CR45656",25847238,25847638,-1,"3R","19834992"
"FBgn0011938","FBgn0011938","tRNA:Asn-GTT-1-1","3772214","CR30513",NA,NA,NA,"3772214","3772214"
"FBgn0267919","FBgn0267919","lncRNA:CR46200","26067511","CR46200",901887,902396,1,"3L","26067511"
"FBgn0053398","FBgn0053398","5SrRNA:CR33398","3771820","CR33398",19730669,19757013,-1,"2R","3771820"
"FBgn0260398","FBgn0260398","Pbp49","35787","CG42515",8129353,8131323,-1,"2R","35787"
"FBgn0082972","FBgn0082972","snoRNA:Psi28S-3316a","5740438","CR34547",21326738,21326870,1,"2R","5740438"
"FBgn0051626","FBgn0051626","CG31626","318859","CG31626",21232494,21236733,-1,"2L","318859"
"FBgn0040261","FBgn0040261","Ugt37E1","53512","CG13271",16796594,16798273,1,"2L","53512"
"FBgn0267098","FBgn0267098","asRNA:CR45538","19836068","CR45538",9069740,9070087,1,"X","19836068"
"FBgn0051274","FBgn0051274","CG31274","318655","CG31274",16988803,16994532,1,"3R","318655"
"FBgn0266047","FBgn0266047","CG44812","19835181","CG44812",24350968,24351389,-1,"2R","19835181"
"FBgn0029568","FBgn0029568","CG11381","31067","CG11381",1203776,1205433,1,"X","31067"
"FBgn0263489","FBgn0263489","lncRNA:CR43604","12798307","CR43604",8485724,8485925,1,"2L","12798307"
"FBgn0036791","FBgn0036791","CG7271","40021","CG7271",18588758,18590165,1,"3L","40021"
"FBgn0050273","FBgn0050273","CG30273","246520","CG30273",22667154,22668848,1,"2R","246520"
"FBgn0265642","FBgn0265642","lncRNA:TS18","19836041","CR44449",8310520,8311234,-1,"2R","19836041"
"FBgn0030262","FBgn0030262","Vago","32040","CG2081",11089289,11090219,1,"X","32040"
"FBgn0267066","FBgn0267066","lncRNA:CR45510","19835810","CR45510",21480756,21481124,-1,"X","19835810"
"FBgn0286006","FBgn0286006","mir-281-1","12798418","CR42931",12170372,12170462,-1,"2R","12798418"
"FBgn0083018","FBgn0083018","snoRNA:Psi18S-841b","5740684","CR34551",21330275,21330413,1,"2R","5740684"
"FBgn0263548","FBgn0263548","mir-4957","12797980","CR43533",15319953,15320037,-1,"X","12797980"
"FBgn0039469","FBgn0039469","TwdlC","43245","CG14254",26994831,26996442,1,"3R","43245"
"FBgn0286033","FBgn0286033","lncRNA:CR46353","39877395","CR46353",18323583,18323985,-1,"3L","39877395"
"FBgn0267590","FBgn0267590","asRNA:CR45928","26067256","CR45928",23850329,23851500,1,"2R","26067256"
"FBgn0037260","FBgn0037260","Mur82C","40574","CG12586",4541355,4543215,1,"3R","40574"
"FBgn0260451","FBgn0260451","CG14042","4379885","CG14042",5037708,5040818,1,"2L","4379885"
"FBgn0264888","FBgn0264888","CR44079","14462717","CR44079",NA,NA,NA,"14462717","14462717"
"FBgn0266823","FBgn0266823","lncRNA:CR45285","19835038","CR45285",16965474,16965767,1,"2L","19835038"
"FBgn0038440","FBgn0038440","Gr89a","42007","CG14901",16497816,16498959,-1,"3R","42007"
"FBgn0264723","FBgn0264723","lncRNA:CR43991","19835160","CR43991",12245509,12246048,-1,"3L","19835160"
"FBgn0039811","FBgn0039811","CG15550","43666","CG15550",30936588,30937102,-1,"3R","43666"
"FBgn0034906","FBgn0034906","CG13561","37765","CG13561",23804314,23806249,-1,"2R","37765"
"FBgn0030375","FBgn0030375","CG11356","32178","CG11356",12102943,12103840,-1,"X","32178"
"FBgn0031763","FBgn0031763","CG13996","33842","CG13996",6020834,6021718,1,"2L","33842"
"FBgn0266263","FBgn0266263","asRNA:CR44958","19836036","CR44958",5680626,5682127,-1,"X","19836036"
"FBgn0265610","FBgn0265610","CG44428","19836117","CG44428",13529655,13530249,-1,"X","19836117"
"FBgn0267273","FBgn0267273","lncRNA:CR45709","19835241","CR45709",13345585,13346102,-1,"X","19835241"
"FBgn0262541","FBgn0262541","CG43095","12798518","CG43095",22771155,22771770,-1,"3R","12798518"
"FBgn0262412","FBgn0262412","mir-1008","12798402","CR42957",10885532,10885589,1,"2R","12798402"
"FBgn0024319","FBgn0024319","Nach","36864","CG8178",16653204,16655046,-1,"2R","36864"
"FBgn0053423","FBgn0053423","5SrRNA:CR33423","3772092","CR33423",19732925,19740439,-1,"2R","3772092"
"FBgn0053439","FBgn0053439","5SrRNA:CR33439","3772593","CR33439",19733287,19758127,-1,"2R","3772593"
"FBgn0053400","FBgn0053400","5SrRNA:CR33400","3772642","CR33400",19733287,19758127,-1,"2R","3772642"
"FBgn0266592","FBgn0266592","lncRNA:CR45117","19834924","CR45117",527670,528129,1,"3L","19834924"
"FBgn0011977","FBgn0011977","tRNA:Ser-CGA-1-3","3772434","CR32608",NA,NA,NA,"3772434","3772434"
"FBgn0266699","FBgn0266699","asRNA:CR45189","19836184","CR45189",30781177,30783645,-1,"3R","19836184"
"FBgn0261402","FBgn0261402","Ir75b","8673994","CG42643",17818072,17820193,-1,"3L","8673994"
"FBgn0287873","FBgn0287873","zip","38001","CG15792",24990569,25011965,-1,"2R","38001"
"FBgn0266455","FBgn0266455","CG45080","19834892","CG45080",13318990,13319270,-1,"3R","19834892"
"FBgn0011889","FBgn0011889","tRNA:Lys-CTT-1-2","3772394","CR30517",NA,NA,NA,"3772394","3772394"
"FBgn0034514","FBgn0034514","CG13427","37316","CG13427",20538876,20539316,-1,"2R","37316"
"FBgn0052285","FBgn0052285","tRNA:Lys-CTT-1-12","3772006","CR32285",NA,NA,NA,"3772006","3772006"
"FBgn0050237","FBgn0050237","tRNA:Gln-CTG-1-1","3772309","CR30237",NA,NA,NA,"3772309","3772309"
"FBgn0039217","FBgn0039217","CG13627","42941","CG13627",24712779,24717430,1,"3R","42941"
"FBgn0267279","FBgn0267279","asRNA:CR45715","19835080","CR45715",17497010,17497697,1,"2L","19835080"
"FBgn0031209","FBgn0031209","Ir21a","33157","CG2657",21822,25155,-1,"2L","33157"
"FBgn0082950","FBgn0082950","snoRNA:Me18S-G1952","5740298","CR34536",14622801,14622877,1,"2R","5740298"
"FBgn0264301","FBgn0264301","CG43779","14462761","CG43779",13305919,13306755,-1,"2L","14462761"
"FBgn0039523","FBgn0039523","CG12885","43308","CG12885",27520865,27533934,1,"3R","43308"
"FBgn0287594","FBgn0287594","CG46463","54520453","CG46463",3461314,3466314,1,"3L","54520453"
"FBgn0052201","FBgn0052201","CG32201","317911","CG32201",18609619,18611862,1,"3L","317911"
"FBgn0264496","FBgn0264496","asRNA:CR43898","14462592","CR43898",16221635,16223187,1,"2R","14462592"
"FBgn0265154","FBgn0265154","Ir60f","14462632","CR44223",NA,NA,NA,"14462632","14462632"
"FBgn0011864","FBgn0011864","tRNA:Gly-GCC-1-6","3771867","CR31982",NA,NA,NA,"3771867","3771867"
"FBgn0050464","FBgn0050464","Ir52d","36716","CG30464",15506581,15508366,1,"2R","36716"
"FBgn0265750","FBgn0265750","lncRNA:CR44557","19834842","CR44557",13302740,13303151,-1,"3L","19834842"
"FBgn0266738","FBgn0266738","lncRNA:CR45211","19835031","CR45211",15811647,15811908,-1,"3R","19835031"
"FBgn0261704","FBgn0261704","CG42740","10178837","CG42740",30418766,30422971,-1,"3R","10178837"
"FBgn0020509","FBgn0020509","Acp62F","38340","CG1262",2739749,2740228,1,"3L","38340"
"FBgn0266736","FBgn0266736","asRNA:CR45209","19835063","CR45209",27109328,27111033,1,"3R","19835063"
"FBgn0263480","FBgn0263480","snoRNA:Irbp-a","12797886","CR43595",11410847,11410997,1,"3R","12797886"
"FBgn0051077","FBgn0051077","CG31077","318583","CG31077",26999751,27002961,1,"3R","318583"
"FBgn0286834","FBgn0286834","CG46388","39877389","CG46388",18231564,18232294,1,"2R","39877389"
"FBgn0034782","FBgn0034782","CG12490","37623","CG12490",22834646,22836701,1,"2R","37623"
"FBgn0014849","FBgn0014849","Eig71Ei","39710","CG7327",15659706,15660351,1,"3L","39710"
"FBgn0266166","FBgn0266166","asRNA:CR44872","19835321","CR44872",9959247,9960232,-1,"2L","19835321"
"FBgn0053299","FBgn0053299","CG33299","2768912","CG33299",9656599,9657424,1,"2L","2768912"
"FBgn0266317","FBgn0266317","asRNA:CR44982","19835859","CR44982",2374954,2375582,-1,"2L","19835859"
"FBgn0065076","FBgn0065076","snoRNA:185","3771755","CR33930",19727097,19727152,-1,"2R","3771755"
"FBgn0266960","FBgn0266960","lncRNA:CR45411","19835319","CR45411",714215,714530,-1,"3L","19835319"
"FBgn0038380","FBgn0038380","CG14877","41929","CG14877",15889193,15896078,-1,"3R","41929"
"FBgn0267819","FBgn0267819","asRNA:CR46144","26067460","CR46144",9795007,9796050,-1,"3R","26067460"
"FBgn0261057","FBgn0261057","Sfp36F","8674048","CG42605",18292521,18292833,1,"2L","8674048"
"FBgn0265715","FBgn0265715","lncRNA:CR44522","19835019","CR44522",6263007,6263399,-1,"3L","19835019"
"FBgn0266688","FBgn0266688","lncRNA:CR45178","19835451","CR45178",13557754,13558101,1,"3L","19835451"
"FBgn0041623","FBgn0041623","Or65c","318013","CG32403",6327607,6329069,1,"3L","318013"
"FBgn0053767","FBgn0053767","CG33767","3772047","CG33767",22646306,22646959,1,"3L","3772047"
"FBgn0051896","FBgn0051896","tRNA:Asp-GTC-1-2","3772570","CR31896",NA,NA,NA,"3772570","3772570"
"FBgn0040628","FBgn0040628","CAH16","50101","CG18672",31260246,31261667,1,"3R","50101"
"FBgn0265665","FBgn0265665","lncRNA:CR44472","19836153","CR44472",19504774,19505462,1,"2R","19836153"
"FBgn0267152","FBgn0267152","lncRNA:CR45592","19834784","CR45592",16988589,16993096,-1,"3R","19834784"
"FBgn0283637","FBgn0283637","mir-9370","30522417","CR46286",11710251,11710301,-1,"X","30522417"
"FBgn0028909","FBgn0028909","tRNA:Gln-CTG-4-1","3771814","CR31838",NA,NA,NA,"3771814","3771814"
"FBgn0266180","FBgn0266180","lncRNA:CR44886","19835523","CR44886",3313332,3348400,-1,"X","19835523"
"FBgn0000094","FBgn0000094","Anp","43595","CG1361",30209947,30210382,1,"3R","43595"
"FBgn0050316","FBgn0050316","tRNA:Arg-ACG-1-4","3772036","CR30316",NA,NA,NA,"3772036","3772036"
"FBgn0267026","FBgn0267026","CR45470","19836122","CR45470",NA,NA,NA,"19836122","19836122"
"FBgn0266825","FBgn0266825","lncRNA:CR45287","19835419","CR45287",5486904,5487191,1,"2L","19835419"
"FBgn0264551","FBgn0264551","lncRNA:CR43930","14462898","CR43930",20913157,20913705,-1,"3L","14462898"
"FBgn0037175","FBgn0037175","CG14455","40480","CG14455",22686359,22687087,-1,"3L","40480"
"FBgn0260775","FBgn0260775","DnaJ-60","37869","CG42567",24157667,24159312,-1,"2R","37869"
"FBgn0062517","FBgn0062517","CG16984","38322","CG16984",2595780,2596998,1,"3L","38322"
"FBgn0261455","FBgn0261455","scaRNA:MeU5-G38","12798508","CR43572",22036342,22036443,1,"3R","12798508"
"FBgn0051228","FBgn0051228","tRNA:Pro-TGG-1-5","3772596","CR31228",NA,NA,NA,"3772596","3772596"
"FBgn0000280","FBgn0000280","Cec-Ψ1","FBgn0000280","FBgn0000280",NA,NA,NA,NA,NA
"FBgn0050018","FBgn0050018","mthl13","246395","CG30018",10791458,10793109,1,"2R","246395"
"FBgn0262369","FBgn0262369","mir-31b","12797955","CR42882",8993304,8993431,-1,"X","12797955"
"FBgn0064115","FBgn0064115","GatC","3772218","CG33649",13831481,13833105,-1,"2L","3772218"
"FBgn0266637","FBgn0266637","asRNA:CR45144","19834727","CR45144",17036694,17037982,-1,"2R","19834727"
"FBgn0267567","FBgn0267567","asRNA:CR45907","26067235","CR45907",7085659,7086140,1,"3R","26067235"
"FBgn0011858","FBgn0011858","tRNA:Phe-GAA-1-8","3771844","CR31586",NA,NA,NA,"3771844","3771844"
"FBgn0064117","FBgn0064117","SLIRP1","3772560","CG33714",21317935,21319296,-1,"X","3772560"
"FBgn0031109","FBgn0031109","Obp19a","33037","CG11748",20415743,20416521,1,"X","33037"
"FBgn0050160","FBgn0050160","CG30160","246490","CG30160",6998868,7006136,1,"2R","246490"
"FBgn0053658","FBgn0053658","CG33658","3772524","CG33658",24840508,24841163,-1,"3R","3772524"
"FBgn0260225","FBgn0260225","CR42499","14462378","CR42499",NA,NA,NA,"14462378","14462378"
"FBgn0267245","FBgn0267245","lncRNA:CR45685","19835754","CR45685",4980831,4981599,1,"3L","19835754"
"FBgn0260230","FBgn0260230","CG42504","8674050","CG42504",12028069,12031757,-1,"3R","8674050"
"FBgn0266024","FBgn0266024","lncRNA:CR44789","19835162","CR44789",2601032,2601721,-1,"2L","19835162"
"FBgn0264961","FBgn0264961","asRNA:CR44130","14462545","CR44130",6047169,6047738,-1,"2R","14462545"
"FBgn0286893","FBgn0286893","CG46412","54520433","CG46412",11563586,11564072,-1,"3L","54520433"
"FBgn0263467","FBgn0263467","snoRNA:nop5-x16-a","12798582","CR43582",6917209,6917310,-1,"2L","12798582"
"FBgn0267259","FBgn0267259","lncRNA:CR45695","19835756","CR45695",1646931,1647163,-1,"2L","19835756"
"FBgn0266035","FBgn0266035","lncRNA:CR44800","19835768","CR44800",7636950,7637324,1,"2L","19835768"
"FBgn0266392","FBgn0266392","lncRNA:CR45032","19835295","CR45032",13673969,13674633,-1,"2R","19835295"
"FBgn0266307","FBgn0266307","asRNA:CR44972","19836069","CR44972",13288301,13289021,-1,"2L","19836069"
"FBgn0264302","FBgn0264302","CG43780","38810","CG43780",7333543,7335226,-1,"3L","38810"
"FBgn0044419","FBgn0044419","Pmi","3772100","CG33718",5780050,5784685,1,"3L","3772100"
"FBgn0263201","FBgn0263201","scaRNA:MeU1b-A234","12798388","CR43567",10080787,10080924,-1,"2R","12798388"
"FBgn0265880","FBgn0265880","lncRNA:CR44669","19834816","CR44669",18135785,18136231,-1,"3L","19834816"
"FBgn0085345","FBgn0085345","CG34316","5740757","CG34316",15230584,15231686,1,"3R","5740757"
"FBgn0259179","FBgn0259179","CG42284","37621","CG42284",22821429,22828903,1,"2R","37621"
"FBgn0286727","FBgn0286727","snoRNA:Or-ACA7","39877411","CR46369",10080612,10080694,-1,"2R","39877411"
"FBgn0266536","FBgn0266536","lncRNA:CR45097","19834884","CR45097",13215266,13215699,-1,"3L","19834884"
"FBgn0000358","FBgn0000358","Cp19","39000","CG6524",8729864,8730604,1,"3L","39000"
"FBgn0262533","FBgn0262533","CR43087","12797928","CR43087",NA,NA,NA,"12797928","12797928"
"FBgn0035012","FBgn0035012","CG13590","37907","CG13590",24493255,24493948,-1,"2R","37907"
"FBgn0262451","FBgn0262451","mir-ban","12798547","CR43018",642207,642288,1,"3L","12798547"
"FBgn0263560","FBgn0263560","mir-4987","12798314","CR43545",10840344,10840476,-1,"2L","12798314"
"FBgn0266245","FBgn0266245","lncRNA:CR44940","19835176","CR44940",11084527,11085488,-1,"3R","19835176"
"FBgn0266253","FBgn0266253","lncRNA:CR44948","19836210","CR44948",25496077,25496478,-1,"3R","19836210"
"FBgn0039106","FBgn0039106","CG10301","42797","CG10301",23710157,23711338,1,"3R","42797"
"FBgn0011955","FBgn0011955","tRNA:Arg-ACG-1-5","3772473","CR30514",NA,NA,NA,"3772473","3772473"
"FBgn0011936","FBgn0011936","tRNA:Asn-GTT-1-3","3885600","CR33973",NA,NA,NA,"3885600","3885600"
"FBgn0004414","FBgn0004414","msopa","45962","CG14560",22082719,22083367,1,"3L","45962"
"FBgn0041247","FBgn0041247","Gr28a","117348","CG13787",7452519,7454212,-1,"2L","117348"
"FBgn0266598","FBgn0266598","Kmn2","8674119","CG42550",8000547,8001309,-1,"3R","8674119"
"FBgn0263770","FBgn0263770","CR43687","14462602","CR43687",NA,NA,NA,"14462602","14462602"
"FBgn0051091","FBgn0051091","CG31091","318591","CG31091",25899902,25902172,1,"3R","318591"
"FBgn0265532","FBgn0265532","asRNA:CR44382","19835487","CR44382",2071709,2072189,1,"X","19835487"
"FBgn0085346","FBgn0085346","Rpp14a","5740224","CG34317",30056858,30058131,1,"3R","5740224"
"FBgn0003114","FBgn0003114","plu","44848","CG9183",20262957,20263684,-1,"2R","44848"
"FBgn0286879","FBgn0286879","CR46401","54520469","CR46401",NA,NA,NA,"54520469","54520469"
"FBgn0263476","FBgn0263476","snoRNA:CG32479-b","12798553","CR43591",890269,890490,1,"3L","12798553"
"FBgn0265862","FBgn0265862","lncRNA:CR44651","19834788","CR44651",20531866,20532969,1,"2R","19834788"
"FBgn0032533","FBgn0032533","CG16888","34789","CG16888",13812699,13813256,-1,"2L","34789"
"FBgn0262332","FBgn0262332","mir-968","12798197","CR43039",13747747,13747839,-1,"2L","12798197"
"FBgn0038051","FBgn0038051","CG17207","2768665","CG17207",12437816,12439139,-1,"3R","2768665"
"FBgn0036796","FBgn0036796","CG18231","40026","CG18231",18607461,18609512,1,"3L","40026"
"FBgn0053432","FBgn0053432","5SrRNA:CR33432","3772260","CR33432",19736985,19762202,-1,"2R","3772260"
"FBgn0053429","FBgn0053429","5SrRNA:CR33429","3772116","CR33429",19729920,19737858,-1,"2R","3772116"
"FBgn0039679","FBgn0039679","ppk19","43489","CG18287",29672455,29674223,1,"3R","43489"
"FBgn0262851","FBgn0262851","CR43215","12797964","CR43215",NA,NA,NA,"12797964","12797964"
"FBgn0264872","FBgn0264872","asRNA:CR44063","14462716","CR44063",7369645,7370503,-1,"2L","14462716"
"FBgn0267679","FBgn0267679","lncRNA:CR46015","26067336","CR46015",12370506,12371099,1,"3R","26067336"
"FBgn0034284","FBgn0034284","CG14491","37046","CG14491",17895077,17895578,1,"2R","37046"
"FBgn0265664","FBgn0265664","lncRNA:CR44471","19835814","CR44471",5433438,5435797,1,"X","19835814"
"FBgn0053642","FBgn0053642","CG33642","3771733","CG33642",13529974,13530736,1,"2L","3771733"
"FBgn0011877","FBgn0011877","tRNA:His-GTG-2-1Psi","3772656","CR30253",NA,NA,NA,"3772656","3772656"
"FBgn0085599","FBgn0085599","CG41284","5740851","CG41284",26298454,26356237,-1,"3L","5740851"
"FBgn0265968","FBgn0265968","Tfb5","7354403","CG42373",5009930,5010834,-1,"2L","7354403"
"FBgn0027360","FBgn0027360","Tim10","37478","CG9878",21690214,21691139,-1,"2R","37478"
"FBgn0065105","FBgn0065105","snmRNA:157","3771904","CR33707",27560927,27560970,-1,"3R","3771904"
"FBgn0260458","FBgn0260458","PGRP-LD","3771920","CG33717",5780050,5784685,1,"3L","3771920"
"FBgn0036022","FBgn0036022","CG8329","39123","CG8329",9638111,9639021,1,"3L","39123"
"FBgn0265941","FBgn0265941","lncRNA:CR44728","19835341","CR44728",14235317,14236307,1,"2L","19835341"
"FBgn0032040","FBgn0032040","CG13386","34165","CG13386",8399020,8400078,1,"2L","34165"
"FBgn0028738","FBgn0028738","ETH","44125","CG18105",24794669,24795482,-1,"2R","44125"
"FBgn0262189","FBgn0262189","mir-2500","12797920","CR42896",16998456,16998524,-1,"3L","12797920"
"FBgn0085253","FBgn0085253","CG34224","5740585","CG34224",11237171,11237644,-1,"2R","5740585"
"FBgn0053402","FBgn0053402","5SrRNA:CR33402","3772184","CR33402",19733287,19758127,-1,"2R","3772184"
"FBgn0262401","FBgn0262401","mir-285","12798217","CR42941",11946092,11946191,-1,"3L","12798217"
"FBgn0036532","FBgn0036532","CG13445","39719","CG13445",15809484,15809977,1,"3L","39719"
"FBgn0034458","FBgn0034458","Ir56d","37252","CG15904",19511672,19513571,-1,"2R","37252"
"FBgn0267055","FBgn0267055","CR45499","19835552","CR45499",NA,NA,NA,"19835552","19835552"
"FBgn0283561","FBgn0283561","mir-9374","30522426","CR46295",21238300,21238361,1,"2L","30522426"
"FBgn0265144","FBgn0265144","lncRNA:CR44213","14462608","CR44213",19653295,19653595,1,"2R","14462608"
"FBgn0267282","FBgn0267282","lncRNA:CR45718","19835146","CR45718",7753182,7753383,1,"2L","19835146"
"FBgn0260467","FBgn0260467","CG7071","42617","CG7071",22362619,22364580,1,"3R","42617"
"FBgn0065084","FBgn0065084","snmRNA:763","3771870","CR33711",19301702,19301873,-1,"X","3771870"
"FBgn0086665","FBgn0086665","snoRNA:Psi18S-1377a","3772055","CR33750",30207744,30207883,-1,"3R","3772055"
"FBgn0031778","FBgn0031778","lncRNA:CR9162","12798573","CR9162",6078452,6079736,1,"2L","12798573"
"FBgn0264377","FBgn0264377","CG43829","14462591","CG43829",15193995,15194505,-1,"2R","14462591"
"FBgn0035077","FBgn0035077","CG9083","37982","CG9083",24898272,24899505,1,"2R","37982"
"FBgn0086659","FBgn0086659","snoRNA:Psi18S-176","3772657","CR33913",23839910,23840064,-1,"2R","3772657"
"FBgn0011862","FBgn0011862","tRNA:Gly-GCC-1-4","3772279","CR31977",NA,NA,NA,"3772279","3772279"
"FBgn0035022","FBgn0035022","CG11413","37920","CG11413",24536189,24536791,1,"2R","37920"
"FBgn0041232","FBgn0041232","CG32395","117342","CG32395",6666637,6667816,-1,"3L","117342"
"FBgn0035858","FBgn0035858","CG13674","38921","CG13674",8218231,8218983,-1,"3L","38921"
"FBgn0267738","FBgn0267738","asRNA:CR46069","26067386","CR46069",2517204,2518845,1,"2L","26067386"
"FBgn0266748","FBgn0266748","lncRNA:CR45221","19834905","CR45221",16991977,16992976,1,"3R","19834905"
"FBgn0024249","FBgn0024249","cato","36813","CG7760",16277684,16278396,-1,"2R","36813"
"FBgn0262852","FBgn0262852","CR43216","12797963","CR43216",NA,NA,NA,"12797963","12797963"
