Gene name,MN.C0,MN.C1,MN.C2,MN.C3,MN.C4,MN.C5,MN.C6,MN.C7,MN.C8,MN.C9,MN.C10,MN.C11,MN.C12,MN.C13,MN.C14,MN.C15,MN.C16,MN.C17,MN.C18,MN.C19,MN.C20,MN.C21,MN.C22,MN.C23,MN.C24,MN.C25,MN.C26,MN.C27
CG11779,1.496235656,1.623776739,1.823348001,1.910952975,2.404099184,2.294329228,1.77827941,2.592943797,1.623776739,1.264855217,1.409081686,2.015337686,1.359356391,1.389495494,2.15443469,2.818382931,1.496235656,1,1.637893707,4.047089951,1.406527242,1.291549665,1.42510267,1.615598098,1.211527659,1.832980711,1.291549665,1
Nsun5,1.77827941,1.673725414,2.227542952,1.715437896,2.317818181,1.633483508,1.525222957,2.043359718,1.559489504,1.456348478,1.479833198,1.649648074,1.359356391,1.930697729,1.637893707,2.511886432,1.584893192,1.132541315,1.77827941,4.770582696,1.291549665,1.816599788,1.557068405,1.77827941,1.957341781,1.438449888,1.668100537,1
CG42359,3.043219887,3.792690191,2.813684268,2.548296748,3.220597919,1.899715318,2.610157216,3.290344562,2.069138081,2.329951811,3.574304018,3.495250133,1.847849797,1.55051578,2.15443469,2.66072506,2.985382619,2.389892566,2.275845926,3.72759372,2.55509709,1.668100537,1.42510267,2.872984833,2.15443469,1.274274986,1,1.584893192
sqz,1.439903321,1.623776739,1.649648074,1.240937761,1.245197085,1.572973157,1.122018454,1.172102298,1.623776739,1.206792641,1.158323286,1.734324802,1.430722989,1.245197085,1.637893707,1.188502227,1.412537545,1,1,1.178768635,1.406527242,1.185971012,1.193776642,1.333521432,1.467799268,1,1.136463666,1.584893192
CG5555,4.216965034,1.623776739,1.94919403,1.715437896,3.220597919,2.209338675,2.238721139,3.290344562,2.335721469,2.559547923,3.240696036,1.350314038,1.430722989,2.275845926,2.539580038,2.238721139,2.238721139,1.064209244,3.433320018,4.047089951,1.816599788,3.030271083,2.894266125,2.15443469,3.16227766,1.623776739,1.291549665,1.584893192
CG31475,2.371373706,1.72521055,2.083725851,1.286396945,1.339627725,1.404562223,1.77827941,1.487352107,2.636650899,1.048113134,1.632172129,6.373057342,3.244226079,1.245197085,2.539580038,1.584893192,2.985382619,1.064209244,5.623413252,13.89495494,1.291549665,1.291549665,1.557068405,1.467799268,1.77827941,1,1.136463666,1.995262315
cry,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.637893707,1,1,1.089022962,1,1,1,1,1,1
vib,228.2092971,49.81595049,110.5295141,198.0956779,2886.140441,247.4244554,82.54041853,1487.352107,27.45342234,5.689866029,121.6483949,246.2092401,11.07756851,89.61505019,61.05402297,125.8925412,141.2537545,2.110203429,517.9474679,163.7893707,19.78318883,15.31740464,34.55107295,383.118685,177.827941,16.23776739,12.91549665,39.81071706
CG3773,1.615598098,1.095150193,1.069019205,1.154781985,1.291549665,1.254182266,1.122018454,1.373823796,1.274274986,1.151395399,1.102943312,1,1.052500285,1.178768635,1.115883993,1.333521432,1.122018454,1.064209244,1.085711119,1.389495494,1.089022962,1.089022962,1.304321387,1,1.467799268,1,1.136463666,1.258925412
unc79,3.102177665,7.165774841,9.354368899,7.233941627,4.314402261,9.272847442,3.414548874,10,6.412354796,2.947051703,6.434438263,7.785819799,6.309573445,1.930697729,6.449466771,4.73151259,4.216965034,1.645190588,5.179474679,3.72759372,5.504789808,1.978318883,7.017038287,8.254041853,3.16227766,2.976351442,1.136463666,1.584893192
CG5217,1.019373486,1,1,1,1.037225095,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.100694171,1,1,1
Dl,1.165914401,1.030760802,1.069019205,1,1,1,1.039122304,1.126481692,1.041223256,1.048113134,1.05021108,1.051330177,1,1,1.115883993,1,1,1,1,1,1.406527242,1.089022962,1.092600861,1.100694171,2.371373706,1,1,1.995262315
Ino80,1.165914401,1.395522497,1.221677349,1.333521432,1.157422881,1.302429122,1.122018454,1.268961003,1.32680475,1.264855217,1.216483949,1.284386264,1.052500285,1.178768635,1.245197085,1.059253725,1.188502227,1,1.178768635,1,1,1.089022962,1,1,1.333521432,1,1,1.258925412
CG5316,2.326305067,1.575318673,2.15443469,1.843422992,2.15443469,2.048686048,2.326305067,2.39502662,1.559489504,1.526417967,2.797747463,1.649648074,1.944862439,1.730195739,1.730195739,1.496235656,1.77827941,1.132541315,1.77827941,2.096179992,1.668100537,1,1.557068405,1.77827941,2.15443469,1.438449888,1,1.995262315
CG11626,1.019373486,1.030760802,1,1,1,1.038468775,1.039122304,1,1,1,1.05021108,1,1.052500285,1,1,1,1,1,1.178768635,1,1,1.089022962,1,1.100694171,1,1,1,1
CG31221,232630.5067,11288.37892,149249.5545,1286.396945,4.01028E+19,32225281.61,38311868.5,7573.739176,23.35721469,9102.98178,1714.125253,4270067.916,44100594542,7.19686E+15,1.8277E+11,177827941,1496235.656,1.645190588,6.6287E+17,16.37893707,234622884.8,30302710829,58.78016072,1957.341781,9085.175757,428133239.9,12915496.65,2511.886432
Dys,1.258925412,1.528306733,1.221677349,1.11397386,1.200508058,1.302429122,1.211527659,1.268961003,1.128837892,1.151395399,1.158323286,1.350314038,2.928644565,1,1.31536905,1.059253725,1.412537545,1,2.096179992,1.085711119,1.089022962,1.185971012,1.42510267,1.100694171,1.100694171,1,1.136463666,3.16227766
CG7342,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG6231,23.26305067,2.069138081,3.554059037,1.6548171,6.449466771,1.162984082,1.359356391,2.301807313,4.111829402,3.72759372,2.085205857,1.569105606,1.505836354,3.528735021,2.539580038,3.16227766,2.238721139,1,3.16227766,7.813707377,1.089022962,1.185971012,1.557068405,1.77827941,1.77827941,1.623776739,1,1.584893192
subdued,1.711328304,1.438449888,1.705626983,1.333521432,1.245197085,1.404562223,1.211527659,1.610262028,1.690714103,1.048113134,1.277564921,1.284386264,1.359356391,1.056354104,1.178768635,1.333521432,1.77827941,1.064209244,3.16227766,2.096179992,1.185971012,1.291549665,1.092600861,1.615598098,1.211527659,2.976351442,2.448436747,2.511886432
Vha13,30432198871,2.26602E+14,3.21548E+15,8.05842E+14,6.68955E+15,7.67796E+16,3.16228E+11,8.53168E+20,1.3815E+12,2.32995E+12,1.05021E+13,5.48442E+18,13593563.91,760242914.1,3.72759E+13,1.33352E+14,5.30884E+17,3471686819,43939705608,7.19686E+19,1978318883,42621588.29,1.55707E+13,2.61016E+16,2.37137E+11,6158482.111,16681.00537,79432823.47
Nup58,1.385691863,1.128837892,1.263133564,1.154781985,1.200508058,1.572973157,1.165914401,1.082636734,1.128837892,1.098541142,1.479833198,1.350314038,1.107756851,1.115883993,1.056354104,1.678804018,1.258925412,1,1.508590709,1.389495494,1.089022962,1.185971012,1.092600861,1.211527659,1.333521432,1.128837892,1,1.258925412
CG6195,4.73151259,4.281332399,4.799095809,6.042963902,10.75835899,4.041637673,2.928644565,4.893900918,2.976351442,1.930697729,6.126804781,7.405684692,4.410059454,5.471359333,4.159562163,10.59253725,7.943282347,1.863246312,6.628703162,7.813707377,2.782559402,3.030271083,4.923882632,3.83118685,6.812920691,1.832980711,1.291549665,2.511886432
CG31220,1,1.030760802,1.069019205,1.074607828,1,1.038468775,1.039122304,1.082636734,1,1,1.05021108,1.051330177,1,1.115883993,1,1.059253725,1.122018454,1,1,1.178768635,1,1,1.092600861,1.100694171,1,1,1,1
CG6184,13.08177474,3.067906399,5.862946646,3.398208329,34.64834856,7.393540548,11.65914401,16.75474919,10.41223256,8.685113738,11.58323286,5.76593265,5.411695265,3.528735021,5.179474679,13.33521432,7.498942093,1.205260937,40.47089951,37.2759372,3.593813664,2555.09709,2.894266125,6.812920691,16.15598098,1000,8.799225436,63.09573445
Naam,1.019373486,1.128837892,1.181581733,1.074607828,1.200508058,1.572973157,1.079775162,1.172102298,1,1,1.05021108,1.649648074,1.052500285,1.31536905,1.178768635,1.258925412,1.584893192,1,1.178768635,1.085711119,1,1,1.092600861,1.100694171,1.333521432,1,1,1
GluClalpha,50.11872336,21.98392649,201.5337686,89.76871324,120.0508058,287.7507031,39.81071706,329.0344562,32.2679912,11.51395399,24.15342501,1492.495545,100,71.9685673,415.9562163,18.83649089,334.9654392,2.245697996,2.912632655,372.759372,234.6228848,3.030271083,7017.038287,23.71373706,7.498942093,29.76351442,3.16227766,3.981071706
bnl,1.234999173,1.395522497,1.396135391,1.036632928,1.075835899,1.038468775,1.122018454,1.082636734,1,1.048113134,1,1.823348001,2.643761186,1.115883993,1,1.059253725,1,1,1.085711119,1,1.668100537,1,4.124626383,1,1.957341781,2.636650899,1,1
CG4662,5.623413252,3.792690191,4.799095809,4.697588817,9.641108805,7.393540548,4.641588834,5.968456995,4.45782286,3.556480306,5.833879398,5.76593265,2.046968272,3.72759372,4.393970561,5.623413252,8.912509381,1.064209244,4.770582696,17.7827941,3.593813664,10.89022962,2.218982341,6.189658189,2.15443469,5.455594781,2.448436747,1.995262315
Ire1,4.058198942,3.067906399,3.007882518,2.053525026,5.572264796,1.761577033,4.641588834,2.69795364,5.032159359,2.329951811,1.985511196,3.007882518,2.928644565,2.039500469,2.993577295,1.883649089,3.981071706,1.132541315,7.19685673,3.72759372,4.262158829,3.913745602,1.858791891,4.216965034,1.615598098,4.832930239,3.16227766,50.11872336
CG11447,1.122018454,2.00738918,1.705626983,1.596338544,1.79460244,1.899715318,1.359356391,2.807216204,1.438449888,1.325711366,1.800193333,2.58847204,1.107756851,1.730195739,1.467799268,1.883649089,1.412537545,1.132541315,1.389495494,2.470911228,1.291549665,1.531740464,1.304321387,1.100694171,1.467799268,1.274274986,1.136463666,1
CG4572,3.480700588,2.481628923,2.303132059,1.910952975,4.475006297,2.770913387,3.16227766,5.092095637,1.623776739,2.329951811,1.985511196,1.569105606,1.944862439,5.179474679,2.404099184,3.349654392,1.77827941,1.064209244,5.623413252,1.389495494,1.406527242,10,2.894266125,2.15443469,2.610157216,2.636650899,1.895735652,1.995262315
CG4686,5.843414134,4.153565396,6.061898993,5.829415347,8.639884495,4.197114524,3.043219887,7.573739176,3.498320936,5.689866029,4.566405432,4.961947603,2.15443469,4.393970561,3.72759372,7.943282347,6.309573445,2.245697996,5.179474679,12.79802214,2.782559402,4.262158829,3.16227766,6.189658189,7.498942093,2.335721469,2.448436747,2.511886432
CG4562,1.333521432,1.35387618,1.5955064,1.19708503,1.339627725,1.633483508,1.308177474,1.743328822,1.381499962,1.206792641,1.216483949,1.419625896,1.359356391,1.389495494,1.178768635,1.333521432,1.122018454,1,1.178768635,1.77827941,1.531740464,1.668100537,1.858791891,1.467799268,1.333521432,1.274274986,1,1.584893192
CG17186,1.234999173,1.128837892,1.14280206,1.19708503,1.494869134,1.404562223,1.079775162,1.126481692,1.041223256,1.151395399,1.102943312,1.105295141,1.107756851,1.637893707,1.115883993,1.122018454,1.188502227,1,1.085711119,1,1.291549665,1.291549665,1.557068405,1.100694171,1.333521432,1.438449888,1,1
Arc42,1.188502227,1.77827941,1.350314038,1.43301257,1.55051578,1.404562223,1.359356391,1.743328822,1.175372265,1.206792641,1.554137221,2.015337686,1.165914401,1.31536905,1.389495494,1.412537545,1.77827941,1.064209244,1.637893707,2.096179992,1.406527242,3.300034791,1.193776642,1.211527659,1.615598098,1.832980711,1.467799268,1.995262315
Ask1,5.207948329,4.413029617,3.554059037,1.6548171,2.15443469,1.207722655,1.165914401,2.492021151,4.281332399,1.526417967,1.800193333,1.569105606,1.847849797,1.056354104,2.275845926,1.496235656,2.985382619,1.205260937,1.637893707,2.470911228,2.55509709,1.291549665,2.424462017,2.872984833,2.15443469,1.623776739,1.291549665,1.584893192
CG4733,1.059253725,1.030760802,1.033933849,1,1.037225095,1,1,1,1,1,1.102943312,1,1,1,1,1,1,1,1.085711119,1,1,1,1,1,1,1.128837892,1,1
CG4538,3.686945065,5.292784486,3.554059037,3.05052789,6.449466771,5.466444184,2.326305067,5.73615251,2.335721469,2.120950888,2.085205857,2.015337686,1.755676291,2.539580038,3.72759372,5.623413252,2.818382931,1,4.047089951,2.912632655,3.300034791,1.406527242,1.557068405,4.216965034,2.371373706,2.636650899,2.448436747,1.584893192
Surf6,2.511886432,2.717756395,2.15443469,3.924189758,2.404099184,1.899715318,2.073321573,2.920903717,2.069138081,2.222996483,2.085205857,1.734324802,1.505836354,2.833876712,1.930697729,1.678804018,3.548133892,1.282649831,2.682695795,3.16227766,1.816599788,2.346228848,2.030917621,3.480700588,3.83118685,1.832980711,1.668100537,3.16227766
RhoGAP92B,2.928644565,2.801356761,3.324597932,1.843422992,2.493592005,1.899715318,1.646897865,2.39502662,3.099046339,1.456348478,2.797747463,1.916940777,2.046968272,2.15443469,1.730195739,2.511886432,2.238721139,1.452653926,1.508590709,2.275845926,2.782559402,1.406527242,4.506570338,1.77827941,1.615598098,1,1.136463666,1
CG4462,1,1.030760802,1,1,1,1,1.039122304,1,1,1,1,1,1,1,1,1,1,1,1.279802214,1,1.089022962,1,1,1,1,1.623776739,1,1
CG4459,1.039122304,1.030760802,1.033933849,1,1.037225095,1,1.039122304,1.04049831,1,1,1,1,1,1,1,1,1,1.064209244,1,1,1,1,1,1,1.100694171,1,1,1
Hs6st,9.261187281,1.889364668,3.10995155,3.651741273,11.57422881,4.197114524,4.136820402,3.856620421,1.497747476,1.264855217,1.890582984,6.061898993,1.668100537,1.827699369,3.528735021,15.84893192,2.66072506,1.132541315,3.16227766,3.433320018,1.978318883,3.300034791,2.030917621,2.872984833,4.641588834,1.623776739,1.668100537,1.995262315
mira,1,1,1,1.036632928,1.075835899,1,1.122018454,1.126481692,1,1.048113134,1.05021108,1.221677349,1,1.178768635,1,1.059253725,1,1,1,1.085711119,1.089022962,1,1,1,1.615598098,1.128837892,1.136463666,1
CG4783,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MED25,1.359356391,1.274274986,1.305996548,1.11397386,1.200508058,1.254182266,1.258925412,1.21957046,1.175372265,1.098541142,1.554137221,1.162030136,1.107756851,1.245197085,1.245197085,1.258925412,1.059253725,1,1.508590709,1.085711119,1.185971012,1.406527242,1.858791891,1.211527659,1.333521432,1.128837892,1.136463666,1
CG17190,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PIG-L,2.282092971,1.438449888,2.15443469,2.206734069,2.586416205,2.382589263,2.511886432,3.039195382,2.069138081,1.59985872,2.189906295,2.58847204,1.584893192,1.930697729,2.404099184,2.985382619,1.412537545,1.064209244,1.930697729,2.682695795,1.089022962,1.406527242,1.304321387,2.371373706,2.371373706,1.274274986,1.895735652,1
psidin,1.995262315,1.673725414,1.5955064,1.43301257,2.15443469,1.352531975,1.711328304,2.301807313,1.760410844,1.264855217,1.216483949,2.462092401,1.505836354,1.389495494,1.730195739,2.371373706,2.11348904,1.064209244,1.637893707,3.16227766,1.668100537,1.531740464,1.858791891,1.615598098,3.16227766,1.438449888,1,1.995262315
CG4424,1.122018454,1.236247035,1.069019205,1.286396945,1.389495494,1.254182266,1.122018454,1.268961003,1.274274986,1.151395399,1.102943312,1.105295141,1.052500285,1.056354104,1.31536905,1.678804018,1.333521432,1,1.508590709,1.178768635,1.185971012,1.185971012,1.304321387,1,1.211527659,1.128837892,1,1
CG4854,1.100694171,1.199353946,1.14280206,1.19708503,1.441219597,1.119902793,1.165914401,1.268961003,1.128837892,1.098541142,1.158323286,1.105295141,1.22712524,1.115883993,1.056354104,1.059253725,1,1.132541315,1,1.085711119,1.185971012,1,1,1.100694171,1.77827941,1.128837892,1,1
trem,1.234999173,1.395522497,1.305996548,1.19708503,1.291549665,1.254182266,1.211527659,1.268961003,1.175372265,1.206792641,1.102943312,1.105295141,1,1.31536905,1.115883993,1.258925412,1.188502227,1.064209244,1.279802214,1.389495494,1.089022962,1.089022962,1.092600861,1.211527659,1.211527659,1.128837892,1.136463666,1.258925412
CG4936,1.678804018,1.832980711,1.543141664,1.382372227,1.55051578,1.572973157,1.412537545,1.487352107,1.223824937,1.264855217,1.409081686,1.350314038,1.359356391,1.389495494,1.55051578,2.11348904,1.496235656,1.064209244,1.279802214,2.096179992,1.089022962,1.291549665,1.42510267,1.211527659,3.16227766,1.274274986,1.668100537,1
CG10889,1.100694171,1.128837892,1.14280206,1.036632928,1.115883993,1.038468775,1.122018454,1,1.274274986,1.048113134,1.05021108,1.051330177,1.052500285,1.056354104,1.056354104,1.059253725,1.122018454,1,1.279802214,1.279802214,1.089022962,1.089022962,1,1,1.211527659,1.128837892,1,1
CG17193,6.072021957,1.623776739,2.381286195,1.382372227,3.340484984,5.263946606,2.610157216,1.487352107,1,1.325711366,3.085756853,1.823348001,1.668100537,4.641588834,2.833876712,1.995262315,1.496235656,1.282649831,2.275845926,1.389495494,1.291549665,55.04789808,1.304321387,1.333521432,2.610157216,18.32980711,1,1.995262315
CG4390,3.223542002,5.97469568,4.489251258,5.829415347,8.961505019,6.357387571,3.414548874,8.531678524,3.359818286,2.559547923,3.240696036,5.76593265,2.267543126,3.16227766,5.179474679,18.83649089,2.985382619,1.863246312,7.813707377,4.047089951,3.300034791,12.91549665,5.878016072,4.216965034,21.5443469,2.069138081,2.15443469,3.16227766
mdlc,1.188502227,1.095150193,1.181581733,1.19708503,1.200508058,1.207722655,1.079775162,1.21957046,1.223824937,1.048113134,1.05021108,1.162030136,1.22712524,1.056354104,1.178768635,1.412537545,1.412537545,1,1.178768635,1.178768635,1.089022962,1,1.193776642,1.211527659,1.211527659,1,1.291549665,1
CG5023,1,1.030760802,1.069019205,1,1,1,1,1,1,1,1,1,1,11787.68635,1,1,1.059253725,1,1,1.085711119,1,1,1,1,1,1,1,1
Nlg4,19.20141939,13.95522497,5.130325585,5.829415347,38.66353752,4.197114524,10,8.531678524,7.238509068,3.393221772,3.574304018,4.489251258,7.356422545,49.03161412,2.539580038,2.66072506,7.498942093,1.064209244,2.912632655,5.179474679,9.182542836,2.55509709,8.376776401,5.623413252,2.15443469,2.636650899,2.782559402,1.258925412
cic,707.9457844,2198.392649,4961.947603,964.6616199,23178.18181,6601.948484,164.6897865,4520.353656,428.1332399,18.42069969,266.3985857,3162.27766,3244.226079,173.0195739,3937.658924,841.3951416,5011.872336,2.245697996,10000,921.0553177,129.1549665,11.85971012,41.24626383,749.8942093,90.85175757,183.2980711,18.95735652,12.58925412
CG4362,1,1.030760802,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG42668,11.43755863,52.92784486,26.32024061,56.23413252,46.41588834,27.70913387,14.12537545,69.95642157,8.5079428,5.179474679,29.38225384,24.62092401,19.44862439,8.961505019,28.33876712,19.95262315,35.48133892,1.452653926,11.78768635,11.78768635,9.182542836,2.55509709,11.93776642,14.67799268,11.00694171,8.858667904,2.15443469,63.09573445
CG4360,2.66072506,2.335721469,2.813684268,2.548296748,2.993577295,2.209338675,2.15443469,2.39502662,2.243247503,2.023589648,2.085205857,1.649648074,2.386589787,1.55051578,1.827699369,2.511886432,1.995262315,1.064209244,3.16227766,2.912632655,1.291549665,1.816599788,2.030917621,3.16227766,3.83118685,2.976351442,1.467799268,3.981071706
Sirt2,1.333521432,1.163561851,1.649648074,1.240937761,1.608233878,1.352531975,1.211527659,1.487352107,1.32680475,1.264855217,1.632172129,1.649648074,1.165914401,2.039500469,1.637893707,1.496235656,1.412537545,1.064209244,1.389495494,1.77827941,1.185971012,1.531740464,1.304321387,1.211527659,1.211527659,1.438449888,1.136463666,1.258925412
Gfrl,1.995262315,2.481628923,1.443511639,1.286396945,1.291549665,1.458594012,1.525222957,13.2035178,1.987218465,1.389495494,1.632172129,1.734324802,2.782559402,1.178768635,1.730195739,1.77827941,1.883649089,1,4.047089951,2.470911228,1.978318883,1,1.70125428,1.615598098,1.333521432,1.623776739,2.15443469,1
MFS9,1.059253725,1.030760802,1.14280206,1,1.115883993,1.038468775,1.039122304,1.126481692,1.041223256,1,1.05021108,1.051330177,1,1.056354104,1,1.122018454,1.059253725,1,1.279802214,1,1.089022962,1.089022962,1,1.100694171,1,1,1,1
Stat92E,8.74312458,8.858667904,3.928284185,2.838735965,15.5051578,4.197114524,3.981071706,7.278953844,4.111829402,2.329951811,2.415342501,3.674661941,3.244226079,2.833876712,4.393970561,4.73151259,10,1.205260937,6.105402297,6.628703162,7.742636827,3.300034791,5.379838403,2.15443469,4.216965034,1.623776739,3.16227766,3.16227766
DPCoAC,1.744482699,1.395522497,1.350314038,1.382372227,1.861406687,1.458594012,1.211527659,1.32035178,1.084145869,1.098541142,1.479833198,1.284386264,1.359356391,1.056354104,1.31536905,1.333521432,1.122018454,1.132541315,1.279802214,1.085711119,1.185971012,2.15443469,1.42510267,1,1.211527659,1,1.291549665,1
CG5180,1.359356391,1.35387618,1.221677349,1.539926526,1.291549665,1.038468775,1.467799268,1.487352107,1.223824937,1.264855217,1.714125253,1.284386264,1.107756851,1.178768635,1.178768635,1.496235656,1.333521432,1.132541315,1.178768635,1.389495494,1.406527242,1.406527242,1.092600861,1.467799268,1.957341781,1.128837892,1,1
