"","Gene","KEGG"
"5939","Vps4","path:dme03250"
"5940","Vps4","path:dme04144"
"5941","Spt5","path:dme03250"
"5942","Jasper","path:dme03250"
"5943","shrb","path:dme03250"
"5944","shrb","path:dme04144"
"5945","fal","path:dme03250"
"5946","TSG101","path:dme03250"
"5947","TSG101","path:dme04144"
"5948","TH1","path:dme03250"
"5949","Lerp","path:dme03266"
"5950","Lerp","path:dme04142"
"5951","Lerp","path:dme04144"
"5952","Ide","path:dme03266"
"5953","Dsp1","path:dme03410"
"5954","Dsp1","path:dme04140"
"5955","DNAlig3","path:dme03410"
"5956","Ogg1","path:dme00100"
"5957","Ogg1","path:dme01100"
"5958","Ogg1","path:dme03410"
"5959","Thd1","path:dme03410"
"5960","Parg","path:dme03410"
"5961","Rrp1","path:dme03410"
"5962","DNApol-gamma35","path:dme03410"
"5963","Parp","path:dme03410"
"5964","Parp","path:dme04214"
"5965","XRCC1","path:dme03410"
"5966","CG5285","path:dme03410"
"5967","CG5316","path:dme03410"
"5968","gkt","path:dme03410"
"5969","tam","path:dme03410"
"5970","CG9272","path:dme03410"
"5971","CG9601","path:dme03410"
"5972","Ercc1","path:dme03420"
"5973","Ercc1","path:dme03460"
"5974","CG10694","path:dme03420"
"5975","CG10694","path:dme04141"
"5976","mus201","path:dme03420"
"5977","Roc1a","path:dme03420"
"5978","Roc1a","path:dme04120"
"5979","Roc1a","path:dme04141"
"5980","Roc1a","path:dme04310"
"5981","Roc1a","path:dme04341"
"5982","Roc1a","path:dme04350"
"5983","Roc1b","path:dme03420"
"5984","Roc1b","path:dme04120"
"5985","Roc1b","path:dme04141"
"5986","Roc1b","path:dme04310"
"5987","Roc1b","path:dme04341"
"5988","Roc1b","path:dme04350"
"5989","Rad23","path:dme00330"
"5990","Rad23","path:dme00480"
"5991","Rad23","path:dme01100"
"5992","Rad23","path:dme03420"
"5993","Rad23","path:dme04141"
"5994","Rad23","path:dme04150"
"5995","Rad23","path:dme04310"
"5996","Rad23","path:dme04330"
"5997","mei-9","path:dme03420"
"5998","mei-9","path:dme03460"
"5999","Xpac","path:dme03420"
"6000","pic","path:dme03420"
"6001","pic","path:dme04120"
"6002","Xpc","path:dme03420"
"6003","Cul4","path:dme03420"
"6004","Cul4","path:dme04120"
"6005","tos","path:dme03430"
"6006","Mlh1","path:dme03430"
"6007","Mlh1","path:dme03460"
"6008","spel1","path:dme03430"
"6009","Msh6","path:dme03430"
"6010","Pms2","path:dme03430"
"6011","Pms2","path:dme03460"
"6012","Top3alpha","path:dme03440"
"6013","Top3alpha","path:dme03460"
"6014","mus101","path:dme03440"
"6015","mms4","path:dme03440"
"6016","mms4","path:dme03460"
"6017","mre11","path:dme03440"
"6018","mre11","path:dme03450"
"6019","Rad51D","path:dme03440"
"6020","mus81","path:dme03440"
"6021","mus81","path:dme03460"
"6022","mus81","path:dme04142"
"6023","spn-D","path:dme03440"
"6024","spn-D","path:dme03460"
"6025","spn-B","path:dme03440"
"6026","Top3beta","path:dme03440"
"6027","Top3beta","path:dme03460"
"6028","okr","path:dme03440"
"6029","rad50","path:dme03440"
"6030","rad50","path:dme03450"
"6031","tefu","path:dme03440"
"6032","tefu","path:dme04068"
"6033","tefu","path:dme04214"
"6034","nbs","path:dme03440"
"6035","Blm","path:dme03440"
"6036","Blm","path:dme03460"
"6037","spn-A","path:dme03440"
"6038","spn-A","path:dme03460"
"6039","DNAlig4","path:dme03450"
"6040","Ku80","path:dme03450"
"6041","Irbp","path:dme03450"
"6042","Rev1","path:dme03460"
"6043","Fancl","path:dme03460"
"6044","Fancl","path:dme04120"
"6045","FANCI","path:dme03460"
"6046","Usp1","path:dme03460"
"6047","Fancd2","path:dme03460"
"6048","slx1","path:dme03460"
"6049","DNApol-zeta","path:dme03460"
"6050","mei-41","path:dme03460"
"6051","mei-41","path:dme04214"
"6052","DNApol-eta","path:dme03460"
"6053","DNApol-iota","path:dme03460"
"6054","Fancm","path:dme03460"
"6055","CG9062","path:dme03460"
"6056","Egfr","path:dme04013"
"6057","Egfr","path:dme04068"
"6058","Egfr","path:dme04144"
"6059","Egfr","path:dme04214"
"6060","Egfr","path:dme04320"
"6061","phyl","path:dme04013"
"6062","spi","path:dme04013"
"6063","dos","path:dme04013"
"6064","vn","path:dme04013"
"6065","vn","path:dme04391"
"6066","Traf6","path:dme04013"
"6067","Traf6","path:dme04120"
"6068","Traf6","path:dme04140"
"6069","Traf6","path:dme04144"
"6070","Traf6","path:dme04214"
"6071","fs(1)N","path:dme04013"
"6072","peb","path:dme04013"
"6073","lic","path:dme04013"
"6074","lic","path:dme04624"
"6075","kek1","path:dme04013"
"6076","raw","path:dme04013"
"6077","rl","path:dme04013"
"6078","rl","path:dme04068"
"6079","rl","path:dme04140"
"6080","rl","path:dme04150"
"6081","rl","path:dme04214"
"6082","rl","path:dme04320"
"6083","rl","path:dme04350"
"6084","egr","path:dme04013"
"6085","egr","path:dme04214"
"6086","egr","path:dme04391"
"6087","sinah","path:dme04013"
"6088","sinah","path:dme04120"
"6089","sinah","path:dme04310"
"6090","tll","path:dme04013"
"6091","tor","path:dme00071"
"6092","tor","path:dme03040"
"6093","tor","path:dme04013"
"6094","tor","path:dme04070"
"6095","tor","path:dme04146"
"6096","tor","path:dme04745"
"6097","tkv","path:dme04013"
"6098","tkv","path:dme04350"
"6099","Mef2","path:dme00531"
"6100","Mef2","path:dme01100"
"6101","Mef2","path:dme04013"
"6102","Mef2","path:dme04142"
"6103","Mef2","path:dme04144"
"6104","edl","path:dme04013"
"6105","Dsor1","path:dme04013"
"6106","Dsor1","path:dme04068"
"6107","Dsor1","path:dme04140"
"6108","Dsor1","path:dme04150"
"6109","Dsor1","path:dme04320"
"6110","lz","path:dme03013"
"6111","lz","path:dme04013"
"6112","msn","path:dme04013"
"6113","pnt","path:dme04013"
"6114","pnt","path:dme04320"
"6115","pros","path:dme04013"
"6116","grk","path:dme04013"
"6117","grk","path:dme04320"
"6118","14-3-3zeta","path:dme04013"
"6119","14-3-3zeta","path:dme04391"
"6120","sev","path:dme04013"
"6121","Shark","path:dme04013"
"6122","Tak1","path:dme04013"
"6123","Tak1","path:dme04140"
"6124","Tak1","path:dme04214"
"6125","Tak1","path:dme04310"
"6126","Tak1","path:dme04624"
"6127","ttk","path:dme04013"
"6128","alph","path:dme04013"
"6129","sty","path:dme04013"
"6130","Dok","path:dme04013"
"6131","Rac1","path:dme04013"
"6132","Rac1","path:dme04145"
"6133","Rac1","path:dme04310"
"6134","slpr","path:dme04013"
"6135","Jra","path:dme04013"
"6136","Jra","path:dme04137"
"6137","Jra","path:dme04214"
"6138","Jra","path:dme04310"
"6139","Jra","path:dme04624"
"6140","Raf","path:dme04013"
"6141","Raf","path:dme04068"
"6142","Raf","path:dme04150"
"6143","Raf","path:dme04214"
"6144","Raf","path:dme04320"
"6145","ksr","path:dme04013"
"6146","Duox","path:dme04013"
"6147","Duox","path:dme04624"
"6148","Takl1","path:dme04013"
"6149","Takl1","path:dme04140"
"6150","Takl1","path:dme04214"
"6151","Takl1","path:dme04310"
"6152","Takl1","path:dme04624"
"6153","aop","path:dme04013"
"6154","aop","path:dme04140"
"6155","aop","path:dme04142"
"6156","aop","path:dme04320"
"6157","Krn","path:dme04013"
"6158","Krn","path:dme04391"
"6159","p38c","path:dme04013"
"6160","p38c","path:dme04068"
"6161","p38c","path:dme04624"
"6162","kay","path:dme04013"
"6163","kay","path:dme04214"
"6164","kay","path:dme04624"
"6165","bi","path:dme04013"
"6166","Shc","path:dme04013"
"6167","csw","path:dme04013"
"6168","ebi","path:dme03008"
"6169","ebi","path:dme03083"
"6170","ebi","path:dme04013"
"6171","ebi","path:dme04137"
"6172","ebi","path:dme04310"
"6173","ebi","path:dme04310"
"6174","cic","path:dme04013"
"6175","hep","path:dme04013"
"6176","hep","path:dme04141"
"6177","hep","path:dme04214"
"6178","hep","path:dme04624"
"6179","Src42A","path:dme04013"
"6180","Atf-2","path:dme04013"
"6181","Atf-2","path:dme04624"
"6182","aos","path:dme04013"
"6183","aos","path:dme04320"
"6184","Ask1","path:dme04013"
"6185","Ask1","path:dme04141"
"6186","Ask1","path:dme04214"
"6187","fs(1)M3","path:dme04013"
"6188","Takl2","path:dme04013"
"6189","Takl2","path:dme04140"
"6190","Takl2","path:dme04214"
"6191","Takl2","path:dme04310"
"6192","Takl2","path:dme04624"
"6193","hid","path:dme04013"
"6194","hid","path:dme04214"
"6195","hid","path:dme04215"
"6196","p38a","path:dme04013"
"6197","p38a","path:dme04068"
"6198","p38a","path:dme04624"
"6199","Mtl","path:dme04013"
"6200","Mtl","path:dme04145"
"6201","Mtl","path:dme04310"
"6202","CYLD","path:dme04013"
"6203","trk","path:dme04013"
"6204","bsk","path:dme04013"
"6205","bsk","path:dme04068"
"6206","bsk","path:dme04137"
"6207","bsk","path:dme04140"
"6208","bsk","path:dme04141"
"6209","bsk","path:dme04214"
"6210","bsk","path:dme04215"
"6211","bsk","path:dme04310"
"6212","bsk","path:dme04391"
"6213","bsk","path:dme04624"
"6214","drk","path:dme04013"
"6215","drk","path:dme04068"
"6216","drk","path:dme04150"
"6217","drk","path:dme04320"
"6218","CG6036","path:dme04013"
"6219","wgn","path:dme04013"
"6220","wgn","path:dme04214"
"6221","wgn","path:dme04215"
"6222","wgn","path:dme04391"
"6223","cnk","path:dme04013"
"6224","tsl","path:dme04013"
"6225","RasGAP1","path:dme04013"
"6226","Cka","path:dme04013"
"6227","p38b","path:dme04013"
"6228","p38b","path:dme04068"
"6229","p38b","path:dme04624"
"6230","Tab2","path:dme04013"
"6231","Tab2","path:dme04214"
"6232","Tab2","path:dme04624"
"6233","Src64B","path:dme04013"
"6234","Src64B","path:dme04137"
"6235","Src64B","path:dme04144"
"6236","Mekk1","path:dme04013"
"6237","Mekk1","path:dme04624"
"6238","Sos","path:dme04013"
"6239","Sos","path:dme04068"
"6240","Sos","path:dme04150"
"6241","Sos","path:dme04320"
"6242","puc","path:dme04013"
"6243","puc","path:dme04214"
"6244","Btk29A","path:dme04013"
"6245","boss","path:dme04013"
"6246","gro","path:dme04013"
"6247","gro","path:dme04310"
"6248","gro","path:dme04330"
"6249","Rac2","path:dme04013"
"6250","Rac2","path:dme04145"
"6251","Rac2","path:dme04310"
"6252","Sod2","path:dme04013"
"6253","Sod2","path:dme04068"
"6254","Sod2","path:dme04146"
"6255","Sod2","path:dme04213"
"6256","vap","path:dme04013"
"6257","RhoL","path:dme04013"
"6258","RhoL","path:dme04145"
"6259","RhoL","path:dme04310"
"6260","Ras85D","path:dme04013"
"6261","Ras85D","path:dme04068"
"6262","Ras85D","path:dme04137"
"6263","Ras85D","path:dme04140"
"6264","Ras85D","path:dme04150"
"6265","Ras85D","path:dme04213"
"6266","Ras85D","path:dme04214"
"6267","Ras85D","path:dme04320"
"6268","chic","path:dme04013"
"6269","Mkk4","path:dme04013"
"6270","hkb","path:dme04013"
"6271","PTP-ER","path:dme04013"
"6272","dpp","path:dme04013"
"6273","dpp","path:dme04341"
"6274","dpp","path:dme04350"
"6275","sina","path:dme04013"
"6276","sina","path:dme04120"
"6277","sina","path:dme04310"
"6278","Cdk2","path:dme04068"
"6279","Atg12","path:dme04068"
"6280","Atg12","path:dme04136"
"6281","Atg12","path:dme04140"
"6282","Gadd45","path:dme04068"
"6283","homer","path:dme04068"
"6284","CG11658","path:dme04068"
"6285","Pdk1","path:dme00062"
"6286","Pdk1","path:dme01100"
"6287","Pdk1","path:dme01212"
"6288","Pdk1","path:dme03018"
"6289","Pdk1","path:dme04068"
"6290","Pdk1","path:dme04140"
"6291","Pdk1","path:dme04142"
"6292","Pdk1","path:dme04150"
"6293","polo","path:dme04068"
"6294","Atg8b","path:dme04068"
"6295","Atg8b","path:dme04136"
"6296","Atg8b","path:dme04137"
"6297","Atg8b","path:dme04140"
"6298","Ilp6","path:dme04068"
"6299","Ilp6","path:dme04150"
"6300","Ilp6","path:dme04213"
"6301","Ilp3","path:dme04068"
"6302","Ilp3","path:dme04140"
"6303","Ilp3","path:dme04150"
"6304","Ilp3","path:dme04213"
"6305","Ilp1","path:dme04068"
"6306","Ilp1","path:dme04140"
"6307","Ilp1","path:dme04150"
"6308","Ilp1","path:dme04213"
"6309","SNF4Agamma","path:dme04068"
"6310","SNF4Agamma","path:dme04213"
"6311","Med","path:dme04068"
"6312","Med","path:dme04310"
"6313","Med","path:dme04350"
"6314","Med","path:dme04745"
"6315","InR","path:dme04068"
"6316","InR","path:dme04140"
"6317","InR","path:dme04144"
"6318","InR","path:dme04150"
"6319","InR","path:dme04213"
"6320","dco","path:dme04068"
"6321","dco","path:dme04310"
"6322","dco","path:dme04341"
"6323","dco","path:dme04391"
"6324","dco","path:dme04392"
"6325","dco","path:dme04711"
"6326","Smox","path:dme04068"
"6327","Smox","path:dme04144"
"6328","Smox","path:dme04310"
"6329","Smox","path:dme04350"
"6330","Pi3K21B","path:dme04068"
"6331","Pi3K21B","path:dme04070"
"6332","Pi3K21B","path:dme04140"
"6333","Pi3K21B","path:dme04150"
"6334","Pi3K21B","path:dme04213"
"6335","slp2","path:dme04068"
"6336","AMPKalpha","path:dme04068"
"6337","AMPKalpha","path:dme04140"
"6338","AMPKalpha","path:dme04150"
"6339","AMPKalpha","path:dme04213"
"6340","foxo","path:dme04068"
"6341","foxo","path:dme04137"
"6342","foxo","path:dme04213"
"6343","Atg8a","path:dme04068"
"6344","Atg8a","path:dme04136"
"6345","Atg8a","path:dme04137"
"6346","Atg8a","path:dme04140"
"6347","Ilp5","path:dme04068"
"6348","Ilp5","path:dme04140"
"6349","Ilp5","path:dme04150"
"6350","Ilp5","path:dme04213"
"6351","CycB","path:dme04068"
"6352","Art2","path:dme04068"
"6353","Akt1","path:dme00040"
"6354","Akt1","path:dme00051"
"6355","Akt1","path:dme00052"
"6356","Akt1","path:dme00561"
"6357","Akt1","path:dme00790"
"6358","Akt1","path:dme01100"
"6359","Akt1","path:dme04068"
"6360","Akt1","path:dme04140"
"6361","Akt1","path:dme04150"
"6362","Akt1","path:dme04213"
"6363","IKKbeta","path:dme04068"
"6364","IKKbeta","path:dme04150"
"6365","IKKbeta","path:dme04624"
"6366","CG5059","path:dme04068"
"6367","CG5059","path:dme04137"
"6368","CG5059","path:dme04140"
"6369","chico","path:dme04068"
"6370","chico","path:dme04140"
"6371","chico","path:dme04150"
"6372","chico","path:dme04213"
"6373","CycB3","path:dme04068"
"6374","Art1","path:dme04068"
"6375","Ilp4","path:dme04068"
"6376","Ilp4","path:dme04140"
"6377","Ilp4","path:dme04150"
"6378","Ilp4","path:dme04213"
"6379","SAK","path:dme04068"
"6380","nmo","path:dme04068"
"6381","nmo","path:dme04310"
"6382","alc","path:dme04068"
"6383","alc","path:dme04213"
"6384","Ilp2","path:dme04068"
"6385","Ilp2","path:dme04140"
"6386","Ilp2","path:dme04150"
"6387","Ilp2","path:dme04213"
"6388","babo","path:dme04068"
"6389","babo","path:dme04144"
"6390","babo","path:dme04350"
"6391","CycD","path:dme04068"
"6392","CycD","path:dme04310"
"6393","Lkb1","path:dme04068"
"6394","Lkb1","path:dme04140"
"6395","Lkb1","path:dme04150"
"6396","fd19B","path:dme04068"
"6397","Skp2","path:dme04068"
"6398","Skp2","path:dme04120"
"6399","Skp2","path:dme04150"
"6400","Art6","path:dme04068"
"6401","Art9","path:dme04068"
"6402","CG10082","path:dme04070"
"6403","Itpr","path:dme00040"
"6404","Itpr","path:dme00051"
"6405","Itpr","path:dme00052"
"6406","Itpr","path:dme00561"
"6407","Itpr","path:dme00650"
"6408","Itpr","path:dme00790"
"6409","Itpr","path:dme01100"
"6410","Itpr","path:dme01100"
"6411","Itpr","path:dme04070"
"6412","Itpr","path:dme04140"
"6413","Itpr","path:dme04745"
"6414","azot","path:dme04070"
"6415","azot","path:dme04745"
"6416","CG13526","path:dme04070"
"6417","CG13526","path:dme04745"
"6418","CG13898","path:dme04070"
"6419","CG13898","path:dme04745"
"6420","l(1)G0196","path:dme04070"
"6421","Eip63F-1","path:dme04070"
"6422","Eip63F-1","path:dme04745"
"6423","Acam","path:dme04070"
"6424","Acam","path:dme04745"
"6425","CG17770","path:dme04070"
"6426","CG17770","path:dme04745"
"6427","CG30378","path:dme04070"
"6428","CG30378","path:dme04745"
"6429","CG31960","path:dme04070"
"6430","CG31960","path:dme04745"
"6431","CG5024","path:dme04070"
"6432","CG5024","path:dme04745"
"6433","inaC","path:dme04070"
"6434","inaC","path:dme04150"
"6435","inaC","path:dme04310"
"6436","inaC","path:dme04745"
"6437","Pkc53E","path:dme04070"
"6438","Pkc53E","path:dme04150"
"6439","Pkc53E","path:dme04310"
"6440","Pkc53E","path:dme04745"
"6441","CG6707","path:dme04070"
"6442","Cam","path:dme04070"
"6443","Cam","path:dme04745"
"6444","Rdl","path:dme04080"
"6445","5-HT2A","path:dme00230"
"6446","5-HT2A","path:dme01100"
"6447","5-HT2A","path:dme04080"
"6448","5-HT2A","path:dme04213"
"6449","CrzR","path:dme04080"
"6450","SIFaR","path:dme04080"
"6451","mGluR","path:dme04080"
"6452","AkhR","path:dme04080"
"6453","5-HT7","path:dme04080"
"6454","lambdaTry","path:dme04080"
"6455","deltaTry","path:dme04080"
"6456","Dh44-R2","path:dme04080"
"6457","thetaTry","path:dme04080"
"6458","etaTry","path:dme04080"
"6459","zetaTry","path:dme04080"
"6460","kappaTry","path:dme04080"
"6461","mAChR-C","path:dme04080"
"6462","CapaR","path:dme04080"
"6463","CCHa2-R","path:dme04080"
"6464","5-HT1B","path:dme04080"
"6465","GABA-B-R1","path:dme04080"
"6466","c-cup","path:dme04080"
"6467","5-HT1A","path:dme04080"
"6468","CG16957","path:dme04080"
"6469","Lcch3","path:dme04080"
"6470","Gpa2","path:dme04080"
"6471","betaTry","path:dme04080"
"6472","alphaTry","path:dme04080"
"6473","epsilonTry","path:dme04080"
"6474","Dop1R2","path:dme04080"
"6475","Tspo","path:dme04080"
"6476","Tspo","path:dme04214"
"6477","Nmdar1","path:dme04080"
"6478","CG30025","path:dme04080"
"6479","gammaTry","path:dme04080"
"6480","CG30031","path:dme04080"
"6481","CCHa1-R","path:dme04080"
"6482","GABA-B-R3","path:dme04080"
"6483","Lgr3","path:dme04080"
"6484","t-cup","path:dme04080"
"6485","CCKLR-17D3","path:dme04080"
"6486","Dh31-R","path:dme04080"
"6487","CG33159","path:dme04080"
"6488","CG33160","path:dme04080"
"6489","CCAP-R","path:dme04080"
"6490","Nmdar2","path:dme04080"
"6491","Dop2R","path:dme04080"
"6492","Gpb5","path:dme04080"
"6493","CCKLR-17D1","path:dme04080"
"6494","5-HT2B","path:dme04080"
"6495","mAChR-A","path:dme04080"
"6496","GluRIB","path:dme04080"
"6497","baz","path:dme04080"
"6498","baz","path:dme04144"
"6499","baz","path:dme04391"
"6500","TkR86C","path:dme04080"
"6501","GABA-B-R2","path:dme04080"
"6502","Grd","path:dme04080"
"6503","Lgr1","path:dme04080"
"6504","iotaTry","path:dme04080"
"6505","TkR99D","path:dme04080"
"6506","mAChR-B","path:dme04080"
"6507","Dh44-R1","path:dme04080"
"6508","GluRIA","path:dme04080"
"6509","PK2-R1","path:dme04080"
"6510","PK2-R2","path:dme04080"
"6511","CG8916","path:dme04080"
"6512","MSBP","path:dme04080"
"6513","Try29F","path:dme04080"
"6514","Dop1R1","path:dme04080"
"6515","AdoR","path:dme04080"
"6516","PK1-R","path:dme04080"
"6517","CG10254","path:dme04120"
"6518","park","path:dme04120"
"6519","park","path:dme04137"
"6520","park","path:dme04141"
"6521","vih","path:dme04120"
"6522","ida","path:dme04120"
"6523","CG11070","path:dme04120"
"6524","Cul6","path:dme04120"
"6525","Cul6","path:dme04141"
"6526","Cul6","path:dme04310"
"6527","Cul6","path:dme04341"
"6528","Cul6","path:dme04350"
"6529","APC10","path:dme04120"
"6530","Ubi-p63E","path:dme04120"
"6531","Ubi-p63E","path:dme04137"
"6532","CG11700","path:dme04120"
"6533","CG11700","path:dme04137"
"6534","HERC2","path:dme04120"
"6535","Aos1","path:dme04120"
"6536","Diap1","path:dme04120"
"6537","Diap1","path:dme04215"
"6538","Ubc84D","path:dme04120"
"6539","Vhl","path:dme04120"
"6540","Uba3","path:dme04120"
"6541","Cul5","path:dme04120"
"6542","APC7","path:dme04120"
"6543","CG14739","path:dme04120"
"6544","ago","path:dme04120"
"6545","Cul2","path:dme04120"
"6546","CG15237","path:dme04120"
"6547","fzr2","path:dme04120"
"6548","Rchy1","path:dme04120"
"6549","CG17030","path:dme04120"
"6550","Uba1","path:dme00062"
"6551","Uba1","path:dme01040"
"6552","Uba1","path:dme01100"
"6553","Uba1","path:dme01212"
"6554","Uba1","path:dme04120"
"6555","Uba1","path:dme04144"
"6556","ben","path:dme04120"
"6557","ben","path:dme04624"
"6558","Cul1","path:dme04120"
"6559","Cul1","path:dme04141"
"6560","Cul1","path:dme04310"
"6561","Cul1","path:dme04341"
"6562","Cul1","path:dme04350"
"6563","sip3","path:dme04120"
"6564","sip3","path:dme04141"
"6565","Ubc6","path:dme04120"
"6566","CG2218","path:dme04120"
"6567","UbcE2H","path:dme04120"
"6568","Cdc23","path:dme04120"
"6569","CG2574","path:dme04120"
"6570","CG2924","path:dme04120"
"6571","fzr","path:dme00480"
"6572","fzr","path:dme00480"
"6573","fzr","path:dme00980"
"6574","fzr","path:dme00980"
"6575","fzr","path:dme00982"
"6576","fzr","path:dme00982"
"6577","fzr","path:dme00983"
"6578","fzr","path:dme00983"
"6579","fzr","path:dme01100"
"6580","fzr","path:dme01100"
"6581","fzr","path:dme04120"
"6582","mr","path:dme04120"
"6583","CG31687","path:dme04120"
"6584","APC4","path:dme04120"
"6585","Ubi-p5E","path:dme04120"
"6586","Ubi-p5E","path:dme04137"
"6587","CG3356","path:dme04120"
"6588","CG33981","path:dme04120"
"6589","slmb","path:dme04120"
"6590","slmb","path:dme04310"
"6591","slmb","path:dme04341"
"6592","slmb","path:dme04624"
"6593","lmgA","path:dme04120"
"6594","CG3473","path:dme04120"
"6595","CG3473","path:dme04624"
"6596","Keap1","path:dme04120"
"6597","CG40045","path:dme04120"
"6598","CG40045","path:dme04141"
"6599","EloB","path:dme04120"
"6600","Nedd4","path:dme04120"
"6601","Nedd4","path:dme04144"
"6602","Su(dx)","path:dme04120"
"6603","Su(dx)","path:dme04144"
"6604","ctrip","path:dme04120"
"6605","Cul3","path:dme04120"
"6606","Cul3","path:dme04341"
"6607","fzy","path:dme04120"
"6608","Ubc7","path:dme04120"
"6609","Ubc7","path:dme04141"
"6610","CG4502","path:dme04120"
"6611","Smurf","path:dme04120"
"6612","Smurf","path:dme04144"
"6613","Smurf","path:dme04341"
"6614","Smurf","path:dme04350"
"6615","CG5087","path:dme04120"
"6616","STUB1","path:dme04120"
"6617","STUB1","path:dme04141"
"6618","CG5440","path:dme04120"
"6619","RhoBTB","path:dme04120"
"6620","Ubc10","path:dme04120"
"6621","CG5823","path:dme04120"
"6622","CG5823","path:dme04141"
"6623","abo","path:dme04120"
"6624","Ube3a","path:dme04120"
"6625","Bruce","path:dme04120"
"6626","Bruce","path:dme04214"
"6627","Bruce","path:dme04215"
"6628","Ubc2","path:dme04120"
"6629","Cdc16","path:dme04120"
"6630","Cbl","path:dme04120"
"6631","Cbl","path:dme04144"
"6632","CG7220","path:dme04120"
"6633","UbcE2M","path:dme04120"
"6634","Uba2","path:dme04120"
"6635","CG7656","path:dme04120"
"6636","CG7747","path:dme04120"
"6637","Su(var)2-10","path:dme04120"
"6638","HUWE1","path:dme04120"
"6639","CG8188","path:dme04120"
"6640","Ubc4","path:dme04120"
"6641","Diap2","path:dme04120"
"6642","Diap2","path:dme04215"
"6643","Diap2","path:dme04624"
"6644","Cdc27","path:dme04120"
"6645","Roc2","path:dme04120"
"6646","Herc4","path:dme04120"
"6647","shtd","path:dme04120"
"6648","EloC","path:dme04120"
"6649","hyd","path:dme04120"
"6650","Ubc87F","path:dme04120"
"6651","Ubc87F","path:dme04141"
"6652","CG9934","path:dme04120"
"6653","CG9934","path:dme04141"
"6654","CG10189","path:dme04122"
"6655","Uba4","path:dme04122"
"6656","Urm1","path:dme04122"
"6657","Mocs2A","path:dme04122"
"6658","CG8078","path:dme04122"
"6659","Snap29","path:dme04130"
"6660","Snap29","path:dme04140"
"6661","Syb","path:dme04130"
"6662","Syx18","path:dme04130"
"6663","Syx18","path:dme04145"
"6664","Bet1","path:dme04130"
"6665","Use1","path:dme04130"
"6666","Syx16","path:dme00780"
"6667","Syx16","path:dme01100"
"6668","Syx16","path:dme04130"
"6669","Ykt6","path:dme04130"
"6670","Vamp7","path:dme04130"
"6671","nSyb","path:dme04130"
"6672","Sec20","path:dme04130"
"6673","Syx1A","path:dme04130"
"6674","Vti1a","path:dme04130"
"6675","Vti1a","path:dme04341"
"6676","Syx8","path:dme04130"
"6677","Syx5","path:dme04130"
"6678","Vti1b","path:dme04130"
"6679","Membrin","path:dme04130"
"6680","Syx7","path:dme04130"
"6681","Syx7","path:dme04145"
"6682","Sec22","path:dme04130"
"6683","Sec22","path:dme04145"
"6684","Syx17","path:dme04130"
"6685","Syx17","path:dme04140"
"6686","Gos28","path:dme04130"
"6687","Syx6","path:dme04130"
"6688","Atg1","path:dme04136"
"6689","Atg1","path:dme04140"
"6690","Atg1","path:dme04150"
"6691","Atg2","path:dme04136"
"6692","Atg2","path:dme04140"
"6693","Atg10","path:dme04136"
"6694","Atg10","path:dme04140"
"6695","Atg5","path:dme04136"
"6696","Atg5","path:dme04137"
"6697","Atg5","path:dme04140"
"6698","Atg5","path:dme04213"
"6699","Lst8","path:dme04136"
"6700","Lst8","path:dme04140"
"6701","Lst8","path:dme04150"
"6702","Atg16","path:dme04136"
"6703","Atg16","path:dme04140"
"6704","Tap42","path:dme04136"
"6705","Tap42","path:dme04140"
"6706","Atg9","path:dme04136"
"6707","Atg9","path:dme04137"
"6708","Atg9","path:dme04140"
"6709","raptor","path:dme00190"
"6710","raptor","path:dme01100"
"6711","raptor","path:dme04136"
"6712","raptor","path:dme04140"
"6713","raptor","path:dme04150"
"6714","raptor","path:dme04213"
"6715","Atg4a","path:dme04136"
"6716","Atg4a","path:dme04140"
"6717","Tor","path:dme04136"
"6718","Tor","path:dme04140"
"6719","Tor","path:dme04150"
"6720","Tor","path:dme04213"
"6721","Atg6","path:dme04136"
"6722","Atg6","path:dme04137"
"6723","Atg6","path:dme04140"
"6724","Atg6","path:dme04215"
"6725","Atg7","path:dme04136"
"6726","Atg7","path:dme04140"
"6727","Atg4b","path:dme04136"
"6728","Atg4b","path:dme04140"
"6729","Atg3","path:dme04136"
"6730","Atg3","path:dme04140"
"6731","Atg101","path:dme04136"
"6732","Atg101","path:dme04140"
"6733","Atg13","path:dme04136"
"6734","Atg13","path:dme04140"
"6735","Atg18a","path:dme04136"
"6736","Atg18a","path:dme04140"
"6737","Atg18b","path:dme04136"
"6738","Atg18b","path:dme04140"
"6739","Vps15","path:dme04136"
"6740","Vps15","path:dme04140"
"6741","Tbc1d15-17","path:dme04137"
"6742","Ras64B","path:dme04137"
"6743","Ras64B","path:dme04140"
"6744","CG12511","path:dme04137"
"6745","Pgam5","path:dme04137"
"6746","Pgam5-2","path:dme04137"
"6747","Fis1","path:dme04137"
"6748","PEK","path:dme04137"
"6749","PEK","path:dme04140"
"6750","PEK","path:dme04141"
"6751","PEK","path:dme04214"
"6752","IKKepsilon","path:dme04137"
"6753","IKKepsilon","path:dme04140"
"6754","Usp30","path:dme04137"
"6755","Usp30","path:dme04142"
"6756","Marf","path:dme04137"
"6757","Marf","path:dme04214"
"6758","sima","path:dme04137"
"6759","sima","path:dme04140"
"6760","fzo","path:dme04137"
"6761","fzo","path:dme04214"
"6762","Miro","path:dme04137"
"6763","Miro","path:dme04214"
