FBgn,Symbol,Fbab
FBgn0263117,Thg,FBab0029837
FBgn0031710,pen-2,FBab0029837
FBgn0053872,CG12009,FBab0029837
FBgn0039644,insb,FBab0029837
FBgn0036816,Sol1,FBab0029837
FBgn0053413,Anp,FBab0029837
FBgn0051501,asRNA:CR44235,FBab0029837
FBgn0030538,TrpRS-m,FBab0029837
FBgn0039147,CG14042,FBab0029837
FBgn0267548,Invadolysin,FBab0029837
FBgn0034748,Lamtor1,FBab0029837
FBgn0263929,Ir76b,FBab0045961
FBgn0086039,CG15046,FBab0045961
FBgn0267383,stg1,FBab0045961
FBgn0020294,bbx,FBab0045961
FBgn0266414,CG13671,FBab0045961
FBgn0036566,Akap200,FBab0045961
FBgn0286892,cer,FBab0045961
FBgn0053117,spdt,FBab0045961
FBgn0032503,Prdm13,FBab0045961
FBgn0038089,lncRNA:CR45743,FBab0045961
FBgn0037105,lncRNA:CR45279,FBab0045961
FBgn0039042,CG13455,FBab0045961
FBgn0030090,lncRNA:CR44338,FBab0045961
FBgn0286199,tRNA:Asp-GTC-1-4,FBab0045961
FBgn0264370,CG4891,FBab0045961
FBgn0052240,CG46429,FBab0045961
FBgn0263454,RpS15Ab,FBab0045961
FBgn0034756,asRNA:CR45121,FBab0045961
FBgn0267181,CG10514,FBab0045961
FBgn0031613,lncRNA:CR44796,FBab0045961
FBgn0038098,Tina-1,FBab0045961
FBgn0083965,lncRNA:CR45651,FBab0045961
FBgn0036179,Acsx1R,FBab0045961
FBgn0031802,lncRNA:CR44773,FBab0045961
FBgn0030662,Acp54A1,FBab0045961
FBgn0032839,tio,FBab0045961
FBgn0010412,Brca2,FBab0045961
FBgn0003950,lncRNA:CR43987,FBab0045961
FBgn0033158,lncRNA:CR44082,FBab0045961
FBgn0030347,cv,FBab0045961
FBgn0030599,CG5509,FBab0045961
FBgn0053194,CG2070,FBab0045961
FBgn0035790,Coq7,FBab0045961
FBgn0037613,Ag5r2,FBab0045961
FBgn0037911,lncRNA:CR44681,FBab0045961
FBgn0031436,asRNA:CR45951,FBab0045961
FBgn0266047,CHKov2,FBab0045961
FBgn0029506,fend,FBab0045961
FBgn0035068,CG17672,FBab0045961
FBgn0261860,CG34235,FBab0045961
FBgn0042101,CG43229,FBab0045961
FBgn0034532,LManV,FBab0045961
FBgn0085231,Syx7,FBab0045961
FBgn0036584,CG34286,FBab0045961
FBgn0266882,Dysb,FBab0045961
FBgn0036594,Aven,FBab0045961
FBgn0054029,Phlpp,FBab0045961
FBgn0034582,CG14903,FBab0045961
FBgn0001992,CG32277,FBab0045961
FBgn0000037,lncRNA:CR44629,FBab0045961
FBgn0267032,mesh,FBab0045961
FBgn0033774,CG12693,FBab0045961
FBgn0267598,CG7560,FBab0045961
FBgn0043791,lncRNA:CR31386,FBab0045961
FBgn0021906,CG9380,FBab0045961
FBgn0035980,CG42649,FBab0045961
FBgn0010401,mRpS24,FBab0045961
FBgn0035477,ATPsynepsilonL,FBab0045961
FBgn0064117,eIF5B,FBab0045961
FBgn0026175,Tb,FBab0029990
FBgn0031813,asRNA:CR44372,FBab0029990
FBgn0035014,pths,FBab0029990
FBgn0034264,Pop2,FBab0029990
FBgn0283440,Non1,FBab0029990
FBgn0262540,drn,FBab0029990
FBgn0032387,spz5,FBab0029990
FBgn0265536,CG33090,FBab0029990
FBgn0031865,scaf6,FBab0029990
FBgn0030738,CG11368,FBab0029990
FBgn0036951,lncRNA:CR44842,FBab0029990
FBgn0027524,mir-4966-1,FBab0029990
FBgn0287605,CG42846,FBab0029990
FBgn0033160,CG5098,FBab0029990
FBgn0030943,CG45122,FBab0029990
FBgn0028875,CG15480,FBab0029990
FBgn0266931,CG17999,FBab0029990
FBgn0041337,CG10589,FBab0029990
FBgn0033735,Acbp1,FBab0029990
FBgn0267030,NFAT,FBab0029990
FBgn0039779,CG43775,FBab0029990
FBgn0053098,CG4712,FBab0029990
FBgn0086064,GstT4,FBab0029990
FBgn0014396,CG2901,FBab0038112
FBgn0037387,Tango11,FBab0038112
FBgn0020509,lncRNA:CR46534,FBab0038112
FBgn0266817,lncRNA:CR45599,FBab0038112
FBgn0039112,CG3457,FBab0038112
FBgn0051473,CG6184,FBab0038112
FBgn0012037,fln,FBab0038112
FBgn0026252,Eaat2,FBab0038112
FBgn0036213,zormin,FBab0038112
FBgn0031397,lncRNA:CR45184,FBab0038112
FBgn0261811,CG8534,FBab0038112
FBgn0036470,tal-3A,FBab0038112
FBgn0014848,asRNA:CR45974,FBab0038112
FBgn0261059,lncRNA:CR45824,FBab0038112
FBgn0266870,Rs1,FBab0038112
FBgn0039299,CG43777,FBab0038112
FBgn0265794,snoRNA:CD39c,FBab0038112
FBgn0013770,GlcAT-P,FBab0038112
FBgn0264541,CG46244,FBab0038112
FBgn0038083,CG34132,FBab0038129
FBgn0021995,CR45498,FBab0038129
FBgn0265982,Rpp14a,FBab0038129
FBgn0028408,His2B:CG33906,FBab0038129
FBgn0085474,CG11825,FBab0038129
FBgn0053452,Ugt49B1,FBab0038129
FBgn0037229,lncRNA:CR46409,FBab0038129
FBgn0011837,ERR,FBab0038129
FBgn0035483,CG45071,FBab0038129
FBgn0266158,seq,FBab0038129
FBgn0033463,Dso2,FBab0038129
FBgn0038449,CG8778,FBab0038129
FBgn0042098,Irbp18,FBab0038129
FBgn0032649,Lztr1,FBab0038129
FBgn0039840,CG17005,FBab0038129
FBgn0051093,Orc4,FBab0038129
FBgn0035928,lncRNA:CR45118,FBab0038132
FBgn0040524,lncRNA:CR45296,FBab0038132
FBgn0267003,mir-124,FBab0038132
FBgn0085343,CG10920,FBab0038132
FBgn0262166,lncRNA:CR43904,FBab0038132
FBgn0266220,CG9222,FBab0038132
FBgn0036964,CG14260,FBab0038132
FBgn0029791,CG8476,FBab0038132
FBgn0286034,CSN6,FBab0038132
FBgn0086442,Hers,FBab0038132
FBgn0052785,lncRNA:CR44200,FBab0038132
FBgn0259982,lncRNA:CR45750,FBab0038132
FBgn0051888,CG46465,FBab0038132
FBgn0052296,mir-311,FBab0038132
FBgn0034834,snoRNA:CD6b,FBab0038132
FBgn0263382,lncRNA:CR45949,FBab0038132
FBgn0052248,Cpr78Cc,FBab0038132
FBgn0260753,CG17666,FBab0038132
FBgn0026393,CG17202,FBab0038132
FBgn0016075,TbCMF46,FBab0038132
FBgn0035034,CG12498,FBab0038132
FBgn0028963,CG12868,FBab0038132
FBgn0263251,lncRNA:CR46011,FBab0038132
FBgn0267051,CG43925,FBab0038132
FBgn0264483,CG30278,FBab0038132
FBgn0035656,lncRNA:CR42859,FBab0038132
FBgn0086900,Dph2,FBab0038132
FBgn0266094,5SrRNA:CR33405,FBab0038132
FBgn0265651,Zasp67,FBab0038132
FBgn0035073,FucTD,FBab0038132
FBgn0266211,RfC38,FBab0038132
FBgn0029986,CG31642,FBab0038132
FBgn0266748,Spn85F,FBab0038132
FBgn0052733,mir-995,FBab0038132
FBgn0267579,CD98hc,FBab0038132
FBgn0262170,tRNA:Arg-TCG-3-1,FBab0038132
FBgn0029963,Gapvd1,FBab0038132
FBgn0015298,CG13539,FBab0038132
FBgn0036186,lncRNA:CR44765,FBab0038132
FBgn0030796,snoRNA:CD2a,FBab0038132
FBgn0002789,CG2898,FBab0038132
FBgn0263831,SPARC,FBab0038132
FBgn0038919,PhKgamma,FBab0038132
FBgn0267209,lncRNA:CR45449,FBab0038132
FBgn0051216,Etf-QO,FBab0038132
FBgn0051752,tRNA:Lys-CTT-1-9,FBab0038132
FBgn0029970,Mp20,FBab0038132
FBgn0039668,CG17560,FBab0038132
FBgn0000287,CG13801,FBab0038132
FBgn0267762,asRNA:CR46071,FBab0038132
FBgn0086130,CG13449,FBab0038132
FBgn0263131,tRNA:Phe-GAA-1-4,FBab0038132
FBgn0031135,CG14013,FBab0038132
FBgn0003891,CR43310,FBab0038132
FBgn0004368,CG5707,FBab0038132
FBgn0033139,CG42488,FBab0038132
FBgn0031041,Sesn,FBab0038132
FBgn0036617,lncRNA:CR45430,FBab0038132
FBgn0039727,Cox10,FBab0038132
FBgn0037037,CG12920,FBab0038132
FBgn0011952,Rab3-GEF,FBab0038132
FBgn0036568,Rcc1,FBab0038132
FBgn0037324,Rpt4R,FBab0038132
FBgn0267243,pie,FBab0038132
FBgn0267819,Alp7,FBab0038168
FBgn0035151,asRNA:CR45214,FBab0038168
FBgn0262873,CG30100,FBab0038168
FBgn0053443,CG17375,FBab0038168
FBgn0261872,CG2652,FBab0038168
FBgn0029853,lncRNA:CR44620,FBab0038168
FBgn0034629,CG11170,FBab0038168
FBgn0030884,lncRNA:CR45744,FBab0038168
FBgn0285940,eff,FBab0038168
FBgn0033250,Elovl7,FBab0038168
FBgn0036474,Obp50e,FBab0038168
FBgn0034766,mle,FBab0038168
FBgn0286785,lncRNA:CR43414,FBab0038168
FBgn0285971,tpr,FBab0038168
FBgn0038008,CG42782,FBab0038168
FBgn0040963,CG42245,FBab0038168
FBgn0283521,CG4250,FBab0038168
FBgn0000808,CG10418,FBab0038168
FBgn0032002,CG11350,FBab0038168
FBgn0028880,Pect,FBab0038168
FBgn0013746,CG13160,FBab0038168
FBgn0033212,wal,FBab0038168
FBgn0001086,asRNA:CR44108,FBab0038168
FBgn0286788,CG2258,FBab0038168
FBgn0031681,lncRNA:CR44494,FBab0038168
FBgn0085470,snoRNA:CD60,FBab0038168
FBgn0034527,lncRNA:CR45920,FBab0038168
FBgn0039141,t-Grip128,FBab0038168
FBgn0033468,Ccdc39,FBab0038168
FBgn0284248,Adgf-C,FBab0038168
FBgn0034956,CG9147,FBab0038168
FBgn0259968,gig,FBab0038168
FBgn0266051,lncRNA:CR43486,FBab0038168
FBgn0053475,BomT1,FBab0038168
FBgn0003378,Alg9,FBab0038168
FBgn0289743,lncRNA:CR44819,FBab0038168
FBgn0034546,CG13135,FBab0038168
FBgn0032026,Gle1,FBab0035555
FBgn0053453,CG31759,FBab0035555
FBgn0027553,RabGGTb,FBab0035555
FBgn0034277,mir-9377,FBab0035555
FBgn0065051,lncRNA:CR45253,FBab0035555
FBgn0265845,BomS2,FBab0035555
FBgn0267034,Os-C,FBab0035340
FBgn0034838,CHKov1,FBab0035340
FBgn0032066,lncRNA:CR42736,FBab0035340
FBgn0267671,Atg10,FBab0035340
FBgn0264880,eIF6,FBab0035340
FBgn0029175,alpha-Est1,FBab0035340
FBgn0030314,CR40354,FBab0035340
FBgn0087012,MFS12,FBab0035340
FBgn0062978,Prat2,FBab0035340
FBgn0037759,Ets98B,FBab0035340
FBgn0266011,CG18598,FBab0035340
FBgn0266066,par-1,FBab0035340
FBgn0265156,CG10205,FBab0035340
FBgn0021814,Cyp4g1,FBab0035340
FBgn0261624,asRNA:CR44275,FBab0035340
FBgn0267696,Faf2,FBab0035340
FBgn0030074,trol,FBab0035340
FBgn0036352,DCTN3-p24,FBab0035340
FBgn0265500,Gpdh2,FBab0035340
FBgn0042086,eIF1,FBab0035340
FBgn0052368,sbm,FBab0035340
FBgn0265382,CG17378,FBab0035340
FBgn0034667,CG32548,FBab0035340
FBgn0003357,inaF-B,FBab0035340
FBgn0038087,Hsp60D,FBab0035340
FBgn0034573,dre4,FBab0035340
FBgn0040793,CG6567,FBab0035340
FBgn0266221,CG31806,FBab0035340
FBgn0264871,Cdc50,FBab0035340
FBgn0262321,RpS16,FBab0035340
FBgn0262109,CG8219,FBab0035340
FBgn0052237,CG8478,FBab0035340
FBgn0011867,l(3)72Dp,FBab0035340
FBgn0045478,lncRNA:CR44944,FBab0035340
FBgn0034012,Acaa,FBab0035340
FBgn0050295,goe,FBab0035340
FBgn0033934,CG12325,FBab0035340
FBgn0039735,hpRNA:CR46342,FBab0035340
FBgn0039686,wbl,FBab0035340
FBgn0036398,na,FBab0035340
FBgn0265760,CG43362,FBab0035340
FBgn0037131,BicC,FBab0035340
FBgn0266907,CG13949,FBab0035340
FBgn0039019,ben,FBab0035340
FBgn0267597,Jhedup,FBab0035340
FBgn0013733,Rala,FBab0035340
FBgn0011760,Mtr3,FBab0035340
FBgn0260222,CG10435,FBab0035340
FBgn0033229,TTLL4A,FBab0035340
FBgn0267214,CG15473,FBab0035340
FBgn0001187,CG13654,FBab0035340
FBgn0263742,CG44475,FBab0035340
FBgn0287423,CG31076,FBab0035340
FBgn0263607,asRNA:CR43866,FBab0035340
FBgn0264375,lncRNA:CR44519,FBab0035340
FBgn0053349,ppk29,FBab0035340
FBgn0259145,sinah,FBab0035340
FBgn0266858,m,FBab0035340
FBgn0001256,CG13198,FBab0035340
FBgn0036335,Nubp2,FBab0035340
FBgn0033724,tRNA:Met-CAT-2-1,FBab0035340
FBgn0267930,RpS14b,FBab0035340
FBgn0264567,Ir84a,FBab0035340
FBgn0263843,lncRNA:CR44886,FBab0035340
FBgn0039099,GCC185,FBab0035340
FBgn0029817,CG5897,FBab0035340
FBgn0029095,eloF,FBab0035340
FBgn0040892,RnrS,FBab0035340
FBgn0033447,CG1648,FBab0035340
FBgn0263566,tRNA:Leu-CAG-1-7,FBab0035340
FBgn0053105,mira,FBab0035340
FBgn0033931,lncRNA:CR44864,FBab0035340
FBgn0035692,rdhB,FBab0035340
FBgn0037498,Z600,FBab0035340
FBgn0015904,lncRNA:CR46351,FBab0035340
FBgn0050460,Tmem186,FBab0035340
FBgn0039525,Tsp74F,FBab0035340
FBgn0033770,lncRNA:CR46013,FBab0035340
FBgn0053774,mir-977,FBab0043174
FBgn0264508,CG4069,FBab0043174
FBgn0052202,CG30379,FBab0043174
FBgn0262486,CG6695,FBab0043174
FBgn0033131,lncRNA:CR45393,FBab0043174
FBgn0267014,Sdic3,FBab0043174
FBgn0243516,Ufd1,FBab0043174
FBgn0038309,CtsL4,FBab0043174
FBgn0267217,Tdc1,FBab0043174
FBgn0264472,Pex11ab,FBab0043174
FBgn0250815,CG11617,FBab0043174
FBgn0032235,lncRNA:CR43242,FBab0043174
FBgn0263802,SdicB,FBab0043174
FBgn0053668,Ugt316A1,FBab0043174
FBgn0034938,Dgat2,FBab0043174
FBgn0040737,CG33298,FBab0043174
FBgn0036565,Cmtr1,FBab0043174
FBgn0051835,CG43112,FBab0043174
FBgn0035786,Spn77Bc,FBab0043174
FBgn0032703,ZAP3,FBab0043174
FBgn0038461,Ipk1,FBab0043174
FBgn0260392,CG3713,FBab0043174
FBgn0266948,Tsf3,FBab0043174
FBgn0025802,Ir52d,FBab0043174
FBgn0020278,CG6431,FBab0043174
FBgn0040674,Nplp2,FBab0043174
FBgn0263392,lncRNA:CR44856,FBab0043174
FBgn0036316,CG42504,FBab0043174
FBgn0261802,Droj2,FBab0043174
FBgn0000078,asRNA:CR45133,FBab0044948
FBgn0054039,lncRNA:CR44722,FBab0044948
FBgn0039297,Klp54D,FBab0044948
FBgn0052582,CG13590,FBab0044948
FBgn0264467,Psf3,FBab0044948
FBgn0002533,CG34206,FBab0044948
FBgn0052773,Elp1,FBab0044948
FBgn0262901,CG13931,FBab0044948
FBgn0259739,CG14543,FBab0044948
FBgn0266621,asRNA:CR44981,FBab0044948
FBgn0010382,Oseg4,FBab0044948
FBgn0267247,Cyp4ad1,FBab0044948
FBgn0000152,IntS10,FBab0044948
FBgn0262943,Dlg5,FBab0044948
FBgn0036195,Miox,FBab0044948
FBgn0020280,Obp99a,FBab0044948
FBgn0038966,CG33769,FBab0044948
FBgn0032850,snoRNA:CD24,FBab0044948
FBgn0263523,Cyp6a22,FBab0044948
FBgn0266329,CG42307,FBab0044948
FBgn0030665,CG12310,FBab0044948
FBgn0051778,SF2,FBab0044948
FBgn0261564,IntS1,FBab0044948
FBgn0034688,lncRNA:CR44668,FBab0044948
FBgn0262172,lncRNA:CR45250,FBab0029948
FBgn0086347,CG32727,FBab0029948
FBgn0264986,JhI-26,FBab0029948
FBgn0262563,Rpt2,FBab0029948
FBgn0036009,CG10005,FBab0029948
FBgn0001134,CG5068,FBab0029948
FBgn0085483,lncRNA:CR45610,FBab0029948
FBgn0038735,CG42654,FBab0029948
FBgn0050101,RunxB,FBab0029948
FBgn0010747,CG10311,FBab0029948
FBgn0027375,CG3632,FBab0029948
FBgn0029863,Cyp4g15,FBab0029948
FBgn0265413,tsr,FBab0029948
FBgn0032163,CG30010,FBab0029948
FBgn0266976,gol,FBab0029948
FBgn0041180,CG43886,FBab0029948
FBgn0038158,CG8952,FBab0029948
FBgn0041709,CG14721,FBab0029948
FBgn0285879,CG10298,FBab0029948
FBgn0032393,CG43331,FBab0029948
FBgn0052105,CG15279,FBab0029948
FBgn0262892,CG46385,FBab0029948
FBgn0032813,Oxt,FBab0029948
FBgn0036395,scra,FBab0029948
FBgn0267337,cu,FBab0029948
FBgn0051632,CG6296,FBab0029948
FBgn0053556,Snrnp65,FBab0029948
FBgn0266974,Cpr49Ab,FBab0029948
FBgn0032193,CG31436,FBab0029948
FBgn0030360,lncRNA:CR44316,FBab0029948
FBgn0031860,Scot,FBab0029948
FBgn0051467,Or45a,FBab0029948
FBgn0034706,CG1024,FBab0029948
FBgn0003326,ppk8,FBab0029948
FBgn0034022,Rtel1,FBab0029948
FBgn0264604,CG2991,FBab0035719
FBgn0003091,CG42331,FBab0035719
FBgn0027335,CG7728,FBab0035719
FBgn0051611,Dus2,FBab0035719
FBgn0035872,Tengl3,FBab0035719
FBgn0036030,snoRNA:CD32b,FBab0035719
FBgn0262293,alphaKap4,FBab0035719
FBgn0011889,lncRNA:CR44903,FBab0035719
FBgn0038160,Mal-B1,FBab0035719
FBgn0034957,CG14007,FBab0035719
FBgn0266864,CG3732,FBab0035719
FBgn0037981,CG9377,FBab0035719
FBgn0011931,Fbxl4,FBab0035719
FBgn0262721,Phae1,FBab0035719
FBgn0286758,stan,FBab0035719
FBgn0039741,asRNA:CR45264,FBab0035719
FBgn0037773,CG32683,FBab0035719
FBgn0260959,Sas-4,FBab0035719
FBgn0039128,tou,FBab0035719
FBgn0032812,snoRNA:CD28d,FBab0035719
FBgn0024980,heca,FBab0035719
FBgn0051901,CG33226,FBab0035719
FBgn0032665,Kpc1,FBab0035719
FBgn0052986,pont,FBab0035719
FBgn0050218,ApepP,FBab0035719
FBgn0266990,asRNA:CR44115,FBab0035719
FBgn0035453,lncRNA:CR45239,FBab0035719
FBgn0040582,unc80,FBab0035719
FBgn0265002,snoRNA:Psi18S-1377a,FBab0035719
FBgn0034272,eIF3k,FBab0035719
FBgn0039043,CG9269,FBab0035719
FBgn0037500,sona,FBab0035719
FBgn0261020,P5CDh1,FBab0035719
FBgn0263497,GCS2beta,FBab0035719
FBgn0052115,Tbp,FBab0035719
FBgn0038941,CG6424,FBab0035719
FBgn0035027,Stt3A,FBab0035719
FBgn0033915,Spc105R,FBab0035719
FBgn0029716,BomT2,FBab0035719
FBgn0032945,CG11504,FBab0035719
FBgn0030640,CG8500,FBab0035719
FBgn0032178,CheA87a,FBab0035719
FBgn0053107,Crtc,FBab0035719
FBgn0267614,CG10801,FBab0035719
FBgn0037014,Septin1,FBab0035719
FBgn0065046,Oxp,FBab0035719
FBgn0262624,CG32772,FBab0035719
FBgn0025777,lncRNA:CR45594,FBab0035719
FBgn0036242,mRpS18C,FBab0035719
FBgn0051108,Syp,FBab0035719
FBgn0034612,Arfip,FBab0035719
FBgn0265527,CG34258,FBab0035719
FBgn0266655,asRNA:CR44724,FBab0035719
FBgn0263772,lncRNA:CR46112,FBab0035719
FBgn0035279,CG9004,FBab0035719
FBgn0037358,CG4313,FBab0035719
FBgn0037749,qkr58E-3,FBab0035719
FBgn0266360,Tsp42Ec,FBab0035719
FBgn0266324,msb1l,FBab0035719
FBgn0050087,CG4622,FBab0035719
FBgn0037906,CG33140,FBab0035719
FBgn0267765,CG5346,FBab0035719
FBgn0002031,CG15167,FBab0035719
FBgn0032024,Edem1,FBab0035719
FBgn0032801,lncRNA:CR45521,FBab0035719
FBgn0266799,CG2909,FBab0035719
FBgn0264747,CG15047,FBab0035719
FBgn0030691,CG13223,FBab0035719
FBgn0061360,lncRNA:CR45453,FBab0035719
FBgn0052182,asRNA:CR44340,FBab0035719
FBgn0267616,CG43098,FBab0035719
FBgn0036463,Cpr72Ea,FBab0035719
FBgn0035890,CG17826,FBab0035719
FBgn0011670,CG6283,FBab0035719
FBgn0259189,CG12539,FBab0035719
FBgn0037061,MED11,FBab0035719
FBgn0034542,Orc6,FBab0035719
FBgn0035619,Marc,FBab0035719
FBgn0054027,CG30495,FBab0035719
FBgn0085377,asRNA:CR43933,FBab0035719
FBgn0052718,CG17109,FBab0035719
FBgn0016031,CG5447,FBab0035719
FBgn0030786,FarO,FBab0035719
FBgn0083985,5SrRNA:CR33421,FBab0035719
FBgn0086129,lncRNA:CR44078,FBab0035719
FBgn0028377,sea,FBab0035719
FBgn0260648,lncRNA:CR45940,FBab0035719
FBgn0039344,ppl,FBab0035719
FBgn0031282,uno,FBab0035719
FBgn0051910,flap,FBab0035719
FBgn0020646,oys,FBab0035719
FBgn0037782,Ugt37B1,FBab0035719
FBgn0050237,PolD2,FBab0035719
FBgn0037758,fred,FBab0035719
FBgn0037756,Lcp65Ag3,FBab0035719
FBgn0266978,Sfp33A2,FBab0035719
FBgn0032101,CG3526,FBab0035719
FBgn0039178,CG18649,FBab0035719
FBgn0033081,CG10098,FBab0035719
FBgn0051036,CG42586,FBab0035719
FBgn0262852,CG33506,FBab0035719
FBgn0039228,CG45099,FBab0035719
FBgn0010226,CG34290,FBab0035719
FBgn0283469,hiw,FBab0035719
FBgn0262593,CG16812,FBab0035719
FBgn0050183,Trl,FBab0035719
FBgn0051516,CG10177,FBab0035719
FBgn0032693,CG43221,FBab0035719
FBgn0015245,lncRNA:CR43821,FBab0035719
FBgn0030759,CG13465,FBab0035719
FBgn0038017,scaRNA:MeU4-A65,FBab0035719
FBgn0003920,Hrs,FBab0035719
FBgn0083027,lncRNA:CR45406,FBab0035719
FBgn0265645,His4:CG33887,FBab0035719
FBgn0031174,CG33469,FBab0035719
FBgn0287615,lncRNA:CR44563,FBab0035719
FBgn0031564,Gr59d,FBab0035719
FBgn0265902,VhaM9.7-c,FBab0035719
FBgn0270925,CG31717,FBab0035719
FBgn0034181,His1:CG33825,FBab0035719
FBgn0003028,CG8089,FBab0035719
FBgn0036337,rost,FBab0035719
FBgn0052228,CycH,FBab0035719
FBgn0032296,CG34303,FBab0035719
FBgn0034915,Sas10,FBab0035719
FBgn0053531,CG12299,FBab0035719
FBgn0051755,fsd,FBab0035719
FBgn0031097,lncRNA:CR44415,FBab0035719
FBgn0025629,trsn,FBab0035719
FBgn0085485,CG30384,FBab0035719
FBgn0027587,CG17646,FBab0035719
FBgn0010383,CG10752,FBab0035719
FBgn0264540,CG11593,FBab0035719
FBgn0265610,asRNA:Eig63F-2,FBab0035719
FBgn0086660,His2B:CG33902,FBab0035719
FBgn0033921,CG8388,FBab0035719
FBgn0031428,lncRNA:CR43457,FBab0035719
FBgn0038722,lncRNA:CR44344,FBab0035719
FBgn0264956,CG7707,FBab0035719
FBgn0025592,CG6290,FBab0035719
FBgn0034997,lncRNA:CR44601,FBab0035719
FBgn0261454,CG13380,FBab0035719
FBgn0051960,lncRNA:CR45436,FBab0035719
FBgn0019932,RpS28-like,FBab0035719
FBgn0030480,Hsp68,FBab0035719
FBgn0004429,tRNA:His-GTG-2-1Psi,FBab0035719
FBgn0053415,nxf4,FBab0035719
FBgn0033556,His1:CG33828,FBab0035719
FBgn0040348,CG4440,FBab0035719
FBgn0015721,CG7656,FBab0035719
FBgn0260750,Cdc7,FBab0035719
FBgn0262815,Tango10,FBab0035719
FBgn0001120,CG13511,FBab0035719
FBgn0287185,Vps39,FBab0035719
FBgn0050169,CG6873,FBab0035719
FBgn0028658,mbt,FBab0035719
FBgn0031145,Marf,FBab0035719
FBgn0037698,CG5742,FBab0035719
FBgn0038426,CG42866,FBab0035719
FBgn0053373,5SrRNA:CR33406,FBab0035719
FBgn0032846,trn,FBab0035719
FBgn0037860,Or19b,FBab0035719
FBgn0032914,dsb,FBab0035719
FBgn0015793,CG13972,FBab0035549
FBgn0267807,Pex23,FBab0035549
FBgn0032506,lncRNA:CR42862,FBab0035549
FBgn0050225,CG42566,FBab0035549
FBgn0261698,asRNA:CR44959,FBab0035549
FBgn0035971,ind,FBab0035549
FBgn0011902,CG9331,FBab0035549
FBgn0025616,CG12448,FBab0035549
FBgn0046114,CG30378,FBab0035549
FBgn0266692,Galml3,FBab0035549
FBgn0035542,CR41320,FBab0035549
FBgn0050081,CG12964,FBab0035549
FBgn0034833,CARPA,FBab0035549
FBgn0039366,L,FBab0035549
FBgn0022382,TwdlY,FBab0035549
FBgn0260464,CG3225,FBab0035549
FBgn0287587,Ide,FBab0035549
FBgn0086758,lncRNA:CR43475,FBab0035549
FBgn0263316,CG14015,FBab0035549
FBgn0262801,RapGAP1,FBab0035549
FBgn0051032,Ntmt,FBab0035549
FBgn0036624,shn,FBab0035549
FBgn0035691,Cow,FBab0035549
FBgn0005775,asRNA:CR45870,FBab0035549
FBgn0036759,asRNA:CR45895,FBab0035549
FBgn0266985,Dld,FBab0035549
FBgn0039056,prd,FBab0035549
FBgn0035025,niki,FBab0035549
FBgn0265814,Alg14,FBab0035549
FBgn0050259,CG10803,FBab0035549
FBgn0266438,CG43902,FBab0035549
FBgn0266641,snoRNA:CD17,FBab0035549
FBgn0262972,CG18662,FBab0035549
FBgn0026576,CG3746,FBab0035549
FBgn0038558,bru1,FBab0035549
FBgn0032130,CG33229,FBab0035549
FBgn0033486,CG43200,FBab0035549
FBgn0038914,asRNA:CR43979,FBab0035549
FBgn0030763,glob2,FBab0035549
FBgn0040809,eEFSec,FBab0035549
FBgn0051909,CR45470,FBab0035549
FBgn0035546,Manf,FBab0035549
FBgn0026702,CG10512,FBab0035549
FBgn0083972,sim,FBab0035549
FBgn0263863,lncRNA:CR44674,FBab0035549
FBgn0262996,smog,FBab0035549
FBgn0004181,lncRNA:CR44870,FBab0035549
FBgn0003071,CG46525,FBab0035549
FBgn0020371,Timp,FBab0035549
FBgn0036729,Wdr33,FBab0035549
FBgn0032733,CG2260,FBab0035549
FBgn0040694,CG9101,FBab0035549
FBgn0262375,CG32379,FBab0035549
FBgn0036362,CG11656,FBab0035549
FBgn0263516,opm,FBab0035549
FBgn0052153,CG10962,FBab0035549
FBgn0034928,CG44624,FBab0035549
FBgn0036938,CkIIalpha-i1,FBab0035549
FBgn0039654,qkr58E-1,FBab0035549
FBgn0266372,Acp76A,FBab0035549
FBgn0036695,CG14757,FBab0035549
FBgn0002922,asRNA:CR31144,FBab0035549
FBgn0037852,mir-277,FBab0035549
FBgn0032692,Su(z)12,FBab0035549
FBgn0033826,lncRNA:CR46156,FBab0035549
FBgn0036318,lncRNA:CR45322,FBab0035549
FBgn0036703,CG3793,FBab0035549
FBgn0264430,CG13131,FBab0035549
FBgn0266940,CG11883,FBab0035549
FBgn0035544,Spn47C,FBab0035549
FBgn0283547,Hsp27,FBab0035549
FBgn0034242,lncRNA:CR45688,FBab0035549
FBgn0020414,RpS6,FBab0035549
FBgn0086350,CR45716,FBab0035549
FBgn0030787,Arp6,FBab0035549
FBgn0001084,CG14397,FBab0035549
FBgn0264380,Pkc53E,FBab0035549
FBgn0038581,CG17777,FBab0035549
FBgn0267777,CG8834,FBab0035549
FBgn0000137,Sap130,FBab0035549
FBgn0263398,Hgd,FBab0035549
FBgn0035789,AANATL6,FBab0035549
FBgn0036059,cora,FBab0035549
FBgn0034861,CG3281,FBab0035549
FBgn0260658,CG2162,FBab0035549
FBgn0031127,lncRNA:CR44974,FBab0035549
FBgn0029789,Ste:CG33241,FBab0035549
FBgn0024993,CG31886,FBab0035549
FBgn0261625,Trs23,FBab0035549
FBgn0034906,CG10147,FBab0035549
FBgn0265641,CG8507,FBab0035549
FBgn0036439,Mical,FBab0035549
