"","FBgn","Symbol","CG","ensembl","Moderate","Strong","Repress","Lethal","Enhancer","No.Effect"
"FBgn0050046","FBgn0050046","CG30046","CG30046","36334",0,0,0,0,1,1
"FBgn0034957","FBgn0034957","Rsph4a","CG3121","37831",0,0,0,0,0,1
"FBgn0086676","FBgn0086676","spin","CG8428","45380",0,1,1,0,0,1
"FBgn0028517","FBgn0028517","CG18478","CG18478","34923",0,0,0,0,0,1
"FBgn0022097","FBgn0022097","Vha36-1","CG8186","44702",1,0,1,0,0,1
"FBgn0261856","FBgn0261856","CR42785","CR42785","10178921",1,0,1,0,0,1
"FBgn0003885","FBgn0003885","alphaTub84D","CG2512","40904",0,0,0,0,0,1
"FBgn0050363","FBgn0050363","cola","CG30363","246566",1,0,1,0,0,1
"FBgn0026064","FBgn0026064","KP78a","CG6715","41362",0,0,0,0,1,1
"FBgn0015818","FBgn0015818","Spx","CG3780","31558",1,1,1,0,1,1
"FBgn0037538","FBgn0037538","CG3223","CG3223","40947",0,0,0,0,0,1
"FBgn0026431","FBgn0026431","Grip75","CG6176","34441",0,0,0,0,0,1
"FBgn0013773","FBgn0013773","Cyp6a22","CG10240","49847",0,0,0,0,1,1
"FBgn0264487","FBgn0264487","CG43895","CG43895","14462910",0,1,1,0,0,1
"FBgn0053388","FBgn0053388","5SrRNA:CR33388","CR33388","3772414",0,0,0,0,0,1
"FBgn0040650","FBgn0040650","CG15456","CG15456","50123",0,1,1,0,0,1
"FBgn0028949","FBgn0028949","CG15254","CG15254","34915",0,0,0,0,0,1
"FBgn0267099","FBgn0267099","lncRNA:CR45539","CR45539","19835935",0,0,0,0,0,1
"FBgn0264878","FBgn0264878","asRNA:CR44069","CR44069","14462570",0,0,0,0,0,1
"FBgn0034500","FBgn0034500","CG11200","CG11200","37301",0,0,0,0,1,1
"FBgn0283472","FBgn0283472","S6k","CG10539","38654",0,0,0,0,0,1
"FBgn0085261","FBgn0085261","CG34232","CG34232","5740195",0,0,0,0,0,1
"FBgn0029755","FBgn0029755","Sas10","CG4202","31447",0,0,0,0,0,1
"FBgn0039471","FBgn0039471","CG6295","CG6295","43247",0,0,0,0,0,1
"FBgn0266675","FBgn0266675","lncRNA:CR45165","CR45165","19835653",0,0,0,0,1,1
"FBgn0031042","FBgn0031042","CG14221","CG14221","32961",0,0,0,0,0,1
"FBgn0037045","FBgn0037045","CG10584","CG10584","40324",0,0,0,0,1,1
"FBgn0029710","FBgn0029710","CG3568","CG3568","31383",0,0,0,0,1,1
"FBgn0014863","FBgn0014863","Mlp84B","CG1019","40849",0,0,0,0,0,1
"FBgn0025777","FBgn0025777","homer","CG11324","33944",0,0,0,0,0,1
"FBgn0015031","FBgn0015031","cype","CG14028","46040",1,0,1,0,0,1
"FBgn0267540","FBgn0267540","lncRNA:CR45880","CR45880","26067208",1,1,1,0,0,1
"FBgn0035161","FBgn0035161","CG13898","CG13898","38092",0,1,1,0,0,1
"FBgn0004172","FBgn0004172","Mst84Da","CG17946","40889",0,0,0,0,0,1
"FBgn0034271","FBgn0034271","Vps50","CG4996","37021",0,0,0,0,0,1
"FBgn0037944","FBgn0037944","CG6923","CG6923","41420",0,0,0,0,0,1
"FBgn0027453","FBgn0027453","Dnz1","CG6627","34503",0,1,1,0,0,1
"FBgn0264954","FBgn0264954","fd3F","CG44123","31336",0,1,1,0,0,1
"FBgn0034962","FBgn0034962","MAN1","CG3167","37838",0,0,0,0,0,1
"FBgn0053983","FBgn0053983","obst-H","CG33983","39681",0,1,1,0,0,1
"FBgn0030570","FBgn0030570","CG12540","CG12540","32393",0,0,0,0,0,1
"FBgn0033961","FBgn0033961","ND-B15","CG12859","36640",0,0,0,0,0,1
"FBgn0036318","FBgn0036318","Wbp2","CG11009","39460",0,0,0,0,0,1
"FBgn0051740","FBgn0051740","CG31740","CG31740","261618",0,0,0,0,0,1
"FBgn0265683","FBgn0265683","lncRNA:CR44490","CR44490","19834738",0,1,1,0,0,1
"FBgn0065057","FBgn0065057","scaRNA:MeU2-C28","CR33726","3772525",1,0,1,0,0,1
"FBgn0053198","FBgn0053198","pen-2","CG33198","251430",0,0,0,0,0,1
"FBgn0039366","FBgn0039366","CG17198","CG17198","43110",0,0,0,0,0,1
"FBgn0015520","FBgn0015520","nonA-l","CG10328","42026",1,0,1,0,0,1
"FBgn0263617","FBgn0263617","lncRNA:CR43626","CR43626","12798575",0,0,0,0,0,1
"FBgn0039531","FBgn0039531","CG5611","CG5611","43318",0,0,0,0,0,1
"FBgn0014343","FBgn0014343","mirr","CG10601","39441",0,0,0,0,0,1
"FBgn0267307","FBgn0267307","lncRNA:CR45743","CR45743","19836252",0,0,0,0,0,1
"FBgn0037614","FBgn0037614","TMEM216","CG8116","41035",0,0,0,0,0,1
"FBgn0261632","FBgn0261632","lncRNA:CR42715","CR42715","26067095",0,0,0,0,0,1
"FBgn0034624","FBgn0034624","CG17974","CG17974","37441",0,0,0,0,0,1
"FBgn0033183","FBgn0033183","CG1620","CG1620","35678",1,0,1,0,0,1
"FBgn0266098","FBgn0266098","rg","CG44835","44531",0,0,0,0,0,1
"FBgn0035170","FBgn0035170","dpr20","CG12191","38101",0,1,1,0,0,1
"FBgn0037895","FBgn0037895","CG6723","CG6723","41368",0,0,0,0,1,1
"FBgn0004049","FBgn0004049","yrt","CG9764","41656",0,1,1,0,0,1
"FBgn0266086","FBgn0266086","lncRNA:CR44828","CR44828","19836072",0,0,0,0,0,1
"FBgn0038359","FBgn0038359","CG5614","CG5614","41906",0,0,0,0,0,1
"FBgn0004372","FBgn0004372","aly","CG2075","45960",0,0,0,0,0,1
"FBgn0038491","FBgn0038491","CG5292","CG5292","42079",0,0,0,0,0,1
"FBgn0040582","FBgn0040582","BomBc3","CG5791","50055",0,0,0,0,0,1
"FBgn0267569","FBgn0267569","asRNA:CR45909","CR45909","26067237",0,0,0,0,0,1
"FBgn0033149","FBgn0033149","CG11060","CG11060","35641",0,0,0,0,0,1
"FBgn0035711","FBgn0035711","CG8519","CG8519","38745",0,0,0,0,0,1
"FBgn0039249","FBgn0039249","CG11168","CG11168","42981",0,0,0,0,0,1
"FBgn0267483","FBgn0267483","lncRNA:CR45833","CR45833","26067161",0,0,0,0,0,1
"FBgn0261573","FBgn0261573","CoRest","CG42687","32941",0,0,0,0,0,1
"FBgn0265834","FBgn0265834","CG44623","CG44623","19836050",0,0,0,0,0,1
"FBgn0039045","FBgn0039045","CG17119","CG17119","42723",0,0,0,0,0,1
"FBgn0028563","FBgn0028563","sut1","CG8714","35774",1,0,1,0,0,1
"FBgn0267257","FBgn0267257","lncRNA:CR45693","CR45693","19835142",1,0,1,0,0,1
"FBgn0005654","FBgn0005654","Orc3","CG4088","36454",0,0,0,0,0,1
"FBgn0085386","FBgn0085386","CG34357","CG34357","5740349",0,0,0,0,0,1
"FBgn0051604","FBgn0051604","tRNA:Asp-GTC-1-4","CR31604","3772683",1,0,1,0,0,1
"FBgn0029502","FBgn0029502","Coq7","CG14437","44007",0,0,0,0,0,1
"FBgn0262362","FBgn0262362","CG43060","CG43060","12798056",0,0,0,0,0,1
"FBgn0266879","FBgn0266879","lncRNA:CR45340","CR45340","19835538",0,0,0,0,0,1
"FBgn0026369","FBgn0026369","Sara","CG15667","44263",0,0,0,0,0,1
"FBgn0016034","FBgn0016034","mael","CG11254","40489",0,0,0,0,0,1
"FBgn0259935","FBgn0259935","CG42458","CG42458","2768945",0,0,0,0,0,1
"FBgn0039307","FBgn0039307","CR13656","CR13656","8674041",0,1,1,0,0,1
"FBgn0040337","FBgn0040337","CG3021","CG3021","53546",0,0,0,0,0,1
"FBgn0267674","FBgn0267674","lncRNA:CR46010","CR46010","26067331",0,0,0,0,1,1
"FBgn0040333","FBgn0040333","brv3","CG13762","31246",0,0,0,0,0,1
"FBgn0050471","FBgn0050471","CG30471","CG30471","246633",1,0,1,0,0,1
"FBgn0033897","FBgn0033897","Rcd1","CG8233","36560",0,0,0,0,0,1
"FBgn0035601","FBgn0035601","Uev1A","CG10640","38613",0,0,0,0,0,1
"FBgn0046258","FBgn0046258","CG12880","CG12880","43328",0,0,0,0,0,1
"FBgn0082951","FBgn0082951","snoRNA:Me18S-C1366","CR34532","5740601",0,0,0,0,0,1
"FBgn0034638","FBgn0034638","CG10433","CG10433","37458",0,0,0,0,0,1
"FBgn0263849","FBgn0263849","CG43710","CG43710","14462612",1,0,1,0,0,1
"FBgn0035665","FBgn0035665","Jon65Aiii","CG6483","38683",0,0,0,0,0,1
"FBgn0267218","FBgn0267218","lncRNA:CR45658","CR45658","19834891",0,1,1,0,0,1
"FBgn0004396","FBgn0004396","CrebA","CG7450","39682",0,1,1,0,0,1
"FBgn0025697","FBgn0025697","santa-maria","CG12789","34024",0,0,0,0,0,1
"FBgn0264338","FBgn0264338","lncRNA:CR43794","CR43794","14462629",0,0,0,0,0,1
"FBgn0032292","FBgn0032292","EMC3","CG6750","34479",0,1,1,0,0,1
"FBgn0032654","FBgn0032654","CG15147","CG15147","35069",0,0,0,0,0,1
"FBgn0263544","FBgn0263544","mir-4949","CR43529","12798053",0,0,0,0,1,1
"FBgn0085420","FBgn0085420","DIP-delta","CG34391","5740816",0,0,0,0,0,1
"FBgn0086052","FBgn0086052","snoRNA:Me18S-G423","CR34681","5740651",0,0,0,0,0,1
"FBgn0005674","FBgn0005674","GluProRS","CG5394","42834",0,0,0,0,0,1
"FBgn0010488","FBgn0010488","NAT1","CG3845","46020",1,0,1,0,0,1
"FBgn0266640","FBgn0266640","lncRNA:CR45147","CR45147","19835755",0,0,0,0,0,1
"FBgn0015300","FBgn0015300","Ssl","CG13591","37909",0,0,0,0,0,1
"FBgn0082831","FBgn0082831","pps","CG6525","41524",0,0,0,0,0,1
"FBgn0020371","FBgn0020371","Tim17b2","CG15257","44381",0,0,0,0,0,1
"FBgn0262408","FBgn0262408","mir-5","CR42952","12798354",0,0,0,0,0,1
"FBgn0052572","FBgn0052572","CG32572","CG32572","32657",1,0,1,0,0,1
"FBgn0021995","FBgn0021995","Rs1","CG2173","44087",0,0,0,0,0,1
"FBgn0036323","FBgn0036323","CG14118","CG14118","39465",0,0,0,0,0,1
"FBgn0039089","FBgn0039089","beat-IV","CG10152","42778",1,0,1,0,0,1
"FBgn0011885","FBgn0011885","tRNA:Ile-AAT-1-7","CR30247","3772404",0,0,0,0,0,1
"FBgn0028911","FBgn0028911","tRNA:Pro-AGG-1-3","CR31979","3771997",1,0,1,0,0,1
"FBgn0265654","FBgn0265654","lncRNA:CR44461","CR44461","19835212",1,0,1,0,0,1
"FBgn0001612","FBgn0001612","Grip91","CG10988","48481",0,0,0,0,0,1
"FBgn0053503","FBgn0053503","Cyp12d1-d","CG33503","2768720",0,0,0,0,0,1
"FBgn0267945","FBgn0267945","lncRNA:CR46225","CR46225","26067536",0,0,0,0,0,1
"FBgn0031466","FBgn0031466","CG3119","CG3119","33479",0,1,1,0,0,1
"FBgn0034865","FBgn0034865","Or59b","CG3569","37715",0,0,0,0,0,1
"FBgn0264810","FBgn0264810","Pburs","CG15284","34845",0,0,0,0,0,1
"FBgn0267308","FBgn0267308","lncRNA:CR45744","CR45744","19835595",0,0,0,0,0,1
"FBgn0267252","FBgn0267252","Ggamma30A","CG3694","45234",0,0,0,0,0,1
"FBgn0029522","FBgn0029522","CG13373","CG13373","30988",0,0,0,0,0,1
"FBgn0010356","FBgn0010356","Taf5","CG7704","47900",0,0,0,0,0,1
"FBgn0030586","FBgn0030586","CG12539","CG12539","32412",0,0,0,0,0,1
"FBgn0050272","FBgn0050272","MFS1","CG30272","246519",0,0,0,0,0,1
"FBgn0267195","FBgn0267195","lncRNA:CR45635","CR45635","19835524",0,0,0,0,0,1
"FBgn0261523","FBgn0261523","CG42658","CG42658","10178951",0,0,0,0,0,1
"FBgn0028544","FBgn0028544","Vajk3","CG16884","34812",0,1,1,0,1,1
"FBgn0052405","FBgn0052405","Cpr65Av","CG32405","318014",0,0,0,0,0,1
"FBgn0042118","FBgn0042118","Cpr65Ax2","CG18777","59157",0,0,0,0,0,1
"FBgn0037535","FBgn0037535","PIG-H","CG14463","40944",0,0,0,0,0,1
"FBgn0029828","FBgn0029828","CG6067","CG6067","31529",0,1,1,0,1,1
"FBgn0023091","FBgn0023091","dimm","CG8667","35404",1,0,1,0,0,1
"FBgn0265763","FBgn0265763","lncRNA:CR44570","CR44570","19835260",0,0,0,0,0,1
"FBgn0037244","FBgn0037244","CG14647","CG14647","40558",0,0,0,0,0,1
"FBgn0037657","FBgn0037657","hyx","CG11990","41086",0,0,0,0,0,1
"FBgn0038302","FBgn0038302","CG4210","CG4210","41832",1,0,1,0,0,1
"FBgn0262293","FBgn0262293","mir-2490","CR43000","12798492",0,0,0,0,0,1
"FBgn0052857","FBgn0052857","CG32857","CG32857","318252",1,0,1,0,0,1
"FBgn0033274","FBgn0033274","CG14757","CG14757","35797",0,0,0,0,0,1
"FBgn0266740","FBgn0266740","asRNA:CR45213","CR45213","19835455",0,0,0,0,0,1
"FBgn0033720","FBgn0033720","CG13160","CG13160","36343",0,0,0,0,1,1
"FBgn0261581","FBgn0261581","CG42691","CG42691","10178943",0,0,0,0,0,1
"FBgn0264893","FBgn0264893","lncRNA:CR44084","CR44084","14462384",0,0,0,0,0,1
"FBgn0000633","FBgn0000633","CG17716","CG17716","36521",0,0,0,0,0,1
"FBgn0264980","FBgn0264980","lncRNA:CR44131","CR44131","14462546",0,0,0,0,0,1
"FBgn0086067","FBgn0086067","snoRNA:Me28S-A771","CR34696","5740724",0,1,1,0,0,1
"FBgn0250838","FBgn0250838","roh","CG30415","246602",0,0,0,0,0,1
"FBgn0050290","FBgn0050290","Ppcdc","CG30290","246533",0,0,0,0,0,1
"FBgn0261535","FBgn0261535","l(2)34Fd","CG7516","34839",0,0,0,0,0,1
"FBgn0038645","FBgn0038645","CG7714","CG7714","42250",0,0,0,0,0,1
"FBgn0262462","FBgn0262462","mir-iab-4","CR43043","12798431",1,0,1,0,0,1
"FBgn0036698","FBgn0036698","CG7724","CG7724","39918",0,0,0,0,0,1
"FBgn0266862","FBgn0266862","lncRNA:CR45323","CR45323","19835777",0,0,0,0,0,1
"FBgn0265082","FBgn0265082","Cdep","CG44193","40608",0,0,0,0,0,1
"FBgn0265982","FBgn0265982","lncRNA:CR44761","CR44761","19834852",0,0,0,0,0,1
"FBgn0034535","FBgn0034535","CG11110","CG11110","37337",0,0,0,0,0,1
"FBgn0034467","FBgn0034467","CG15128","CG15128","37263",0,0,0,0,0,1
"FBgn0034759","FBgn0034759","CG13511","CG13511","37597",0,0,0,0,0,1
"FBgn0264501","FBgn0264501","lncRNA:CR43900","CR43900","14462580",0,0,0,0,0,1
"FBgn0041164","FBgn0041164","armi","CG11513","38427",0,0,0,0,0,1
"FBgn0086038","FBgn0086038","snoRNA:Me28S-C1237","CR34667","5740145",0,0,0,0,0,1
"FBgn0050263","FBgn0050263","stum","CG30263","37473",0,0,0,0,0,1
"FBgn0034709","FBgn0034709","Swim","CG3074","37537",0,0,0,0,1,1
"FBgn0038139","FBgn0038139","PK2-R2","CG8795","41638",0,1,1,0,1,1
"FBgn0052536","FBgn0052536","CG32536","CG32536","32922",0,0,0,0,0,1
"FBgn0053265","FBgn0053265","Muc68E","CG33265","2768990",0,1,1,0,0,1
"FBgn0265835","FBgn0265835","CG44624","CG44624","19835525",0,0,0,0,0,1
"FBgn0035703","FBgn0035703","CG8270","CG8270","38734",0,0,0,0,0,1
"FBgn0037081","FBgn0037081","barc","CG6049","40369",0,0,0,0,1,1
"FBgn0036259","FBgn0036259","CG9760","CG9760","39388",0,1,1,0,0,1
"FBgn0050362","FBgn0050362","boly","CG30362","35809",1,0,1,0,0,1
"FBgn0011845","FBgn0011845","tRNA:Asp-GTC-1-11","CR31540","3772068",0,0,0,0,0,1
"FBgn0266928","FBgn0266928","lncRNA:CR45379","CR45379","19835071",0,0,0,0,1,1
"FBgn0033736","FBgn0033736","CG13154","CG13154","36359",0,0,0,0,1,1
"FBgn0051165","FBgn0051165","tRNA:Ser-GCT-2-3","CR31165","3772459",0,0,0,0,0,1
"FBgn0267589","FBgn0267589","asRNA:CR45927","CR45927","26067255",1,0,1,0,0,1
"FBgn0261016","FBgn0261016","clos","CG42600","5740204",0,0,0,0,0,1
"FBgn0085426","FBgn0085426","Rgk3","CG34397","5740446",0,0,0,0,0,1
"FBgn0027586","FBgn0027586","CG5867","CG5867","34728",1,0,1,0,0,1
"FBgn0085413","FBgn0085413","CG34384","CG34384","5740362",0,0,0,0,0,1
"FBgn0265375","FBgn0265375","lncRNA:CR44316","CR44316","19836074",0,0,0,0,1,1
"FBgn0027583","FBgn0027583","CG7601","CG7601","43502",0,0,0,0,0,1
"FBgn0265424","FBgn0265424","lncRNA:TS14","CR44336","19835342",0,0,0,0,0,1
"FBgn0051888","FBgn0051888","tRNA:Asp-GTC-1-9","CR31888","3771894",1,0,1,0,0,1
"FBgn0266196","FBgn0266196","asRNA:CR44891","CR44891","19836009",0,0,0,0,0,1
"FBgn0029506","FBgn0029506","Tsp42Ee","CG10106","35614",1,0,1,0,0,1
"FBgn0036023","FBgn0036023","CG18179","CG18179","39124",0,0,0,0,0,1
"FBgn0035033","FBgn0035033","CG3548","CG3548","37932",0,0,0,0,0,1
"FBgn0267741","FBgn0267741","CR46072","CR46072","26067389",0,1,1,0,0,1
"FBgn0037936","FBgn0037936","CG6908","CG6908","41410",0,0,0,0,0,1
"FBgn0034978","FBgn0034978","CG3257","CG3257","37862",0,0,0,0,0,1
"FBgn0039252","FBgn0039252","CG11771","CG11771","42984",0,0,0,0,0,1
"FBgn0031888","FBgn0031888","Pvf2","CG13780","33994",1,0,1,0,0,1
"FBgn0263746","FBgn0263746","CR43671","CR43671","14462789",0,0,0,0,0,1
"FBgn0037798","FBgn0037798","CG12817","CG12817","41250",0,0,0,0,0,1
"FBgn0013953","FBgn0013953","Esp","CG7005","42962",0,0,0,0,0,1
"FBgn0265084","FBgn0265084","CG44195","CG44195","14462837",1,0,1,0,0,1
"FBgn0039297","FBgn0039297","CG11852","CG11852","43035",0,1,1,0,0,1
"FBgn0041588","FBgn0041588","eIF2D","CG31426","64874",0,0,0,0,0,1
"FBgn0052707","FBgn0052707","APC4","CG32707","31835",0,0,0,0,0,1
"FBgn0267190","FBgn0267190","lncRNA:CR45630","CR45630","19835773",0,0,0,0,1,1
"FBgn0033463","FBgn0033463","CG1513","CG1513","36028",1,0,1,0,0,1
"FBgn0033960","FBgn0033960","CG10151","CG10151","36639",0,0,0,0,0,1
"FBgn0038927","FBgn0038927","CG6015","CG6015","42593",0,0,0,0,0,1
"FBgn0050338","FBgn0050338","CG30338","CG30338","246548",0,0,0,0,0,1
"FBgn0052511","FBgn0052511","CR32511","CR32511","12798210",1,0,1,0,0,1
"FBgn0053196","FBgn0053196","dpy","CG33196","318824",1,0,1,0,0,1
"FBgn0039368","FBgn0039368","CG17196","CG17196","43112",0,0,0,0,0,1
"FBgn0034964","FBgn0034964","IntS1","CG3173","37840",0,0,0,0,0,1
"FBgn0004591","FBgn0004591","Eig71Ed","CG7350","39704",0,0,0,0,0,1
"FBgn0030790","FBgn0030790","CG4768","CG4768","32666",1,0,1,0,0,1
"FBgn0050468","FBgn0050468","Ir52c","CG30468","246630",0,0,0,0,0,1
"FBgn0032166","FBgn0032166","CG4619","CG4619","34321",1,0,1,0,0,1
"FBgn0043533","FBgn0043533","Obp56f","CG30450","246668",0,0,0,0,0,1
"FBgn0031108","FBgn0031108","CG15459","CG15459","33036",0,1,1,0,0,1
"FBgn0267024","FBgn0267024","asRNA:CR45468","CR45468","19834897",1,0,1,0,0,1
"FBgn0041245","FBgn0041245","Gr39b","CG31620","117347",1,0,1,0,0,1
"FBgn0031399","FBgn0031399","mio","CG7074","33399",1,0,1,0,0,1
"FBgn0037755","FBgn0037755","CG12945","CG12945","41204",0,1,1,0,0,1
"FBgn0035120","FBgn0035120","wac","CG13879","38044",0,1,1,0,0,1
"FBgn0037428","FBgn0037428","Osi18","CG1169","40775",0,0,0,0,1,1
"FBgn0050393","FBgn0050393","CG30393","CG30393","246588",0,0,0,0,0,1
"FBgn0020369","FBgn0020369","Rpt6","CG1489","33105",1,0,1,0,0,1
"FBgn0037537","FBgn0037537","CG2767","CG2767","40946",0,0,0,0,0,1
"FBgn0267643","FBgn0267643","lncRNA:CR45981","CR45981","26067308",0,0,0,0,1,1
"FBgn0037626","FBgn0037626","CG8236","CG8236","41047",0,0,0,0,0,1
"FBgn0035847","FBgn0035847","mthl7","CG7476","38910",0,0,0,0,0,1
"FBgn0026314","FBgn0026314","Ugt35B1","CG6649","41333",0,0,0,0,1,1
"FBgn0267009","FBgn0267009","lncRNA:CR45453","CR45453","19835354",0,1,1,0,0,1
"FBgn0085342","FBgn0085342","CG34313","CG34313","5740766",0,0,0,0,0,1
"FBgn0261924","FBgn0261924","lncRNA:CR42791","CR42791","19835125",0,0,0,0,0,1
"FBgn0037978","FBgn0037978","KLHL18","CG3571","41458",0,0,0,0,0,1
"FBgn0034471","FBgn0034471","Obp56e","CG8462","37267",0,0,0,0,0,1
"FBgn0287590","FBgn0287590","CG46460","CG46460","54520451",0,0,0,0,0,1
"FBgn0032897","FBgn0032897","CG9336","CG9336","35355",0,0,0,0,0,1
"FBgn0024315","FBgn0024315","Picot","CG8098","36865",0,0,0,0,1,1
"FBgn0037150","FBgn0037150","CG7133","CG7133","40449",0,0,0,0,0,1
"FBgn0032286","FBgn0032286","CG7300","CG7300","34472",0,1,1,0,0,1
"FBgn0052518","FBgn0052518","tRNA:Ile-AAT-2-1Psi","CR32518","3772200",1,0,1,0,0,1
"FBgn0020930","FBgn0020930","Dgkepsilon","CG8657","36408",1,0,1,0,0,1
"FBgn0265252","FBgn0265252","asRNA:CR44266","CR44266","19836070",0,0,0,0,0,1
"FBgn0035083","FBgn0035083","Tina-1","CG2803","37989",0,0,0,0,0,1
"FBgn0037902","FBgn0037902","CG5281","CG5281","41375",0,0,0,0,1,1
"FBgn0261927","FBgn0261927","lncRNA:CR42794","CR42794","19836078",0,0,0,0,0,1
"FBgn0284415","FBgn0284415","lncRNA:TS6","CR46329","36786380",1,0,1,0,0,1
"FBgn0036702","FBgn0036702","CG6512","CG6512","39922",0,0,0,0,0,1
"FBgn0085228","FBgn0085228","CG34199","CG34199","5740128",0,0,0,0,1,1
"FBgn0001187","FBgn0001187","Hex-C","CG8094","44008",0,0,0,0,0,1
"FBgn0032913","FBgn0032913","CG9259","CG9259","35372",0,0,0,0,0,1
"FBgn0037365","FBgn0037365","CG2104","CG2104","40702",0,0,0,0,1,1
"FBgn0265872","FBgn0265872","lncRNA:CR44661","CR44661","19835098",0,1,1,0,0,1
"FBgn0032336","FBgn0032336","AstC","CG14919","34537",0,1,1,0,0,1
"FBgn0033257","FBgn0033257","sand","CG8713","35777",1,0,1,0,0,1
"FBgn0034819","FBgn0034819","CG9877","CG9877","37666",0,0,0,0,0,1
"FBgn0266577","FBgn0266577","asRNA:CR45108","CR45108","19835372",1,0,1,0,0,1
"FBgn0264515","FBgn0264515","lncRNA:CR43914","CR43914","19835323",0,0,0,0,0,1
"FBgn0053387","FBgn0053387","5SrRNA:CR33387","CR33387","3772703",0,0,0,0,0,1
"FBgn0040366","FBgn0040366","CG11398","CG11398","31070",0,0,0,0,0,1
"FBgn0083967","FBgn0083967","Muted","CG34131","4379860",0,0,0,0,0,1
"FBgn0046887","FBgn0046887","Gr98b","CG31059","117327",0,0,0,0,0,1
"FBgn0042094","FBgn0042094","Adk3","CG6612","41318",0,0,0,0,1,1
"FBgn0286034","FBgn0286034","asRNA:CR46354","CR46354","39877396",0,1,1,0,0,1
"FBgn0015316","FBgn0015316","Try29F","CG9564","34226",1,0,1,0,0,1
"FBgn0267813","FBgn0267813","asRNA:CR46138","CR46138","26067454",0,0,0,0,0,1
"FBgn0263047","FBgn0263047","CG43342","CG43342","12798510",0,0,0,0,0,1
"FBgn0259896","FBgn0259896","NimC1","CG8942","34816",0,1,1,0,0,1
"FBgn0263506","FBgn0263506","lncRNA:CR43495","CR43495","12798115",0,0,0,0,0,1
"FBgn0052654","FBgn0052654","Sec16","CG32654","32209",0,0,0,0,0,1
"FBgn0034859","FBgn0034859","CG3520","CG3520","37708",0,0,0,0,0,1
"FBgn0040368","FBgn0040368","eIF4E7","CG32859","31059",0,0,0,0,0,1
"FBgn0011737","FBgn0011737","Wee1","CG4488","33965",0,0,0,0,0,1
"FBgn0050016","FBgn0050016","CG30016","CG30016","246393",0,0,0,0,0,1
"FBgn0286213","FBgn0286213","RpS12","CG11271","39480",0,0,0,0,0,1
"FBgn0038621","FBgn0038621","CG10864","CG10864","42222",0,0,0,0,0,1
"FBgn0260767","FBgn0260767","CG42565","CG42565","37598",0,0,0,0,0,1
"FBgn0053696","FBgn0053696","CNMaR","CG33696","39127",0,0,0,0,0,1
"FBgn0003416","FBgn0003416","sl","CG4200","32601",1,0,1,0,0,1
"FBgn0266409","FBgn0266409","CG45049","CG45049","42691",0,0,0,0,0,1
"FBgn0035540","FBgn0035540","Syx17","CG7452","38541",0,0,0,0,0,1
"FBgn0037783","FBgn0037783","Npc2c","CG3934","41233",0,0,0,0,1,1
"FBgn0035384","FBgn0035384","CG2113","CG2113","38356",0,0,0,0,0,1
"FBgn0265548","FBgn0265548","lncRNA:CR44398","CR44398","19834769",0,0,0,0,0,1
"FBgn0085233","FBgn0085233","CG34204","CG34204","5740630",0,0,0,0,0,1
"FBgn0002723","FBgn0002723","Met","CG1705","32114",0,0,0,0,0,1
"FBgn0053406","FBgn0053406","5SrRNA:CR33406","CR33406","3771930",0,0,0,0,0,1
"FBgn0035076","FBgn0035076","Ance-5","CG10142","37980",0,0,0,0,0,1
"FBgn0037503","FBgn0037503","CG14598","CG14598","40893",0,0,0,0,0,1
"FBgn0036260","FBgn0036260","Rh7","CG5638","39389",0,1,1,0,0,1
"FBgn0083054","FBgn0083054","snoRNA:Psi18S-1347a","CR34544","5740786",0,0,0,0,0,1
"FBgn0086346","FBgn0086346","ALiX","CG12876","43330",0,0,0,0,0,1
"FBgn0012009","FBgn0012009","tRNA:Val-AAC-2-4","CR32122","3772587",0,0,0,0,0,1
"FBgn0264006","FBgn0264006","dysc","CG43749","39533",0,0,0,0,0,1
"FBgn0050101","FBgn0050101","Vajk4","CG30101","36950",0,1,1,0,0,1
"FBgn0052370","FBgn0052370","tRNA:Ala-AGC-2-1","CR32370","3771884",0,0,0,0,0,1
"FBgn0051155","FBgn0051155","Rpb7","CG31155","261631",1,0,1,0,0,1
"FBgn0033459","FBgn0033459","CG12744","CG12744","36024",1,0,1,0,0,1
"FBgn0034723","FBgn0034723","CG13506","CG13506","37556",0,0,0,0,1,1
"FBgn0083983","FBgn0083983","mRpL34","CG34147","4379878",0,0,0,0,0,1
"FBgn0052104","FBgn0052104","CG32104","CG32104","39413",0,1,1,0,0,1
"FBgn0030482","FBgn0030482","CG1673","CG1673","32297",0,0,0,0,0,1
"FBgn0038157","FBgn0038157","CG12538","CG12538","41658",0,1,1,0,0,1
"FBgn0053376","FBgn0053376","5SrRNA:CR33376","CR33376","3772572",0,0,0,0,0,1
"FBgn0051821","FBgn0051821","CG31821","CG31821","34938",0,0,0,0,0,1
"FBgn0029658","FBgn0029658","CG14269","CG14269","31312",0,0,0,0,1,1
"FBgn0085382","FBgn0085382","CG34353","CG34353","5740590",0,0,0,0,0,1
"FBgn0011591","FBgn0011591","fng","CG10580","40314",0,0,0,0,1,1
"FBgn0051813","FBgn0051813","nur","CG31813","318957",0,0,0,0,0,1
"FBgn0036272","FBgn0036272","Sms","CG4300","39403",0,1,1,0,0,1
"FBgn0001170","FBgn0001170","H2.0","CG11607","33841",0,0,0,0,0,1
